# 
# ID	X(Mpc)	Y(Mpc)	Z(Mpc)	Vx(km/s)	Vy(km/s)	Vz(km/s)	Vmax(km/s)	Vpeak(km/s)	Mvir(Msun)	Mpeak(Msun)	Rvir(kpc)	Rmax(kpc)	apeak	Mstar_preferred(Msun)	Mstar_Behroozi2013(Msun)	npart	PID	UpID
# 
 7467354 35.31930 34.76576 34.45828  140.72   12.05  193.57    9.92   12.41 7.3e+07 3.2723e+08 10.89014 1.14989 0.52190  241.62   17285      674  7467345  7467464
 7467361 35.30637 34.75292 34.49717  140.63   36.60  158.88    8.44    8.72 3.6127e+07 7.7164e+07 8.61408 1.13156 0.56180  62.602  6402.1      254  7467402  7467464
 7467371 35.34982 34.78759 34.51149   -4.63 -151.73  124.30    9.84   12.79 2.8183e+07 1.6296e+08 7.92958 0.82276 0.27620  38.863  4508.7      163  7467402  7467464
 7467375 35.34728 34.72294 34.51720  119.90 -164.30   86.07    9.04   10.92 1.8718e+07 9.3174e+07 6.91972 0.61686 0.39240  17.714  2529.9      117  7467478  7467464
 7467379 35.35639 34.82358 34.43810   51.97 -109.17  126.17   15.75   21.09 2.4183e+08 8.0559e+08 16.23521 1.57035 0.35260  2409.4   93793     1801  7467402  7467464
 7467385 35.39970 34.71841 34.44194   22.21 -144.68  168.84    8.63   16.46 2.0986e+07 3.9807e+08 7.18873 0.40396 0.27620  22.063  2973.3      149  7467402  7467464
 7467394 35.34014 34.76834 34.46449   77.71 -168.25  221.14   11.46   13.53 5.3141e+07 1.6305e+08 9.79718 0.87887 0.36590  131.34   11040      321  7466720  7467464
 7467396 35.34631 34.75799 34.44566   87.49   45.05  163.68   18.77   19.81 4.8606e+08 9.6425e+08 20.48732 2.63703 0.56180  9204.4 2.5132e+05     4589  7467345  7467464
 7467397 35.34110 34.78196 34.47283  139.50   14.08  213.76    8.51   10.79 1.6831e+07 7.0606e+07 6.67746 0.58405 0.27620  14.444  2177.4       96  7467418  7467464
 7467398 35.35480 34.76094 34.46527  131.11  -28.49  168.29    8.02   10.43 1.9296e+07 7.2685e+07 6.98873 0.70849 0.40570  18.778  2640.8      114  7467402  7467464
 7467399 35.37154 34.75075 34.48438  109.21  -75.06  135.40   11.74   16.29 6.9592e+07 3.6331e+08 10.71831 0.88479 0.36590  220.43   16157      568  7467478  7467464
 7467402 35.35083 34.76354 34.49065  105.37  -25.29  192.09   49.57   49.57 3.7451e+10 3.7451e+10 87.17887 15.62723 1.00000 3.8034e+07 1.1086e+08   135018  7467464  7467464
 7467418 35.33976 34.78361 34.45897   77.31  -69.55  187.97   12.89   14.30 1.6718e+08 4.3414e+08 14.35493 1.63504 0.60160    1186   55694     1064  7467402  7467464
 7467423 35.37118 34.74451 34.46317  110.56  -66.92  111.65   15.51   19.13 2.2282e+08 5.9543e+08 15.79577 1.43113 0.33930  2058.8   83552     1694  7467402  7467464
 7467430 35.38217 34.80694 34.48920  128.65  -87.00  155.82    9.33   10.90 9.0592e+07 1.9704e+08 11.70282 1.22364 0.69460  365.74   23446      859  7467402  7467464
 7467435 35.29146 34.69314 34.54937    6.90 -113.54  139.83   21.87   24.01 7.1958e+08 1.6282e+09 23.35070 1.69370 0.58830   19550 4.3731e+05     5231  7467464  7467464
 7467438 35.26865 34.64768 34.52659   42.40 -159.20  161.32   13.71   14.90 2.831e+08 6.3535e+08 17.10986 1.35066 0.82740  3260.5 1.1716e+05     2657  7467464  7467464
 7467441 35.31168 34.66677 34.53780   18.90  -74.91  130.18    9.29   10.23 4.5014e+07 1.4695e+08 9.26901 1.12245 0.57500  95.496  8733.7      489  7467464  7467464
 7467445 35.34659 34.82977 34.61123   38.81  -77.26  155.76    8.02   16.69 1.9296e+07 3.1484e+08 6.98873 0.54433 0.28950  18.778  2640.8      218       -1       -1
 7467448 35.33513 34.69093 34.53359   -9.42 -181.97  134.99    9.22   12.19 3.8958e+07 1.8047e+08 8.83380 1.03327 0.45880   72.36  7121.8      249  7467402  7467464
 7467458 35.35549 34.77777 34.53841   77.54 -115.20  112.89    9.48   10.75 3.2155e+07 1.2483e+08 8.28592 0.74289 0.41900  50.058  5431.3      263  7467402  7467464
 7467464 35.33365 34.71437 34.48306   16.93 -119.09  129.03   85.52   85.52 1.7958e+11 1.7976e+11 147.00704 60.68887 1.00000 1.2285e+09 1.5336e+09   432105       -1       -1
 7467469 35.35432 34.75423 34.54544   82.83 -181.19  203.85    9.10    9.54 5.0113e+07 8.4099e+07 9.60704 0.95351 0.57500  117.34   10162      381  7467402  7467464
 7467470 35.36348 34.73414 34.55500   80.01 -117.25  140.58   11.33   13.64 5.5789e+07 1.6563e+08 9.95634 0.81075 0.43230  144.19   11825      387  7467402  7467464
 7467475 35.39825 34.71517 34.52448   86.67 -107.64  232.15   11.94   13.12 7.3761e+07 2.3939e+08 10.92817 1.20366 0.39240  246.48   17540      667  7467478  7467464
 7467478 35.39339 34.72104 34.51345   68.95  -62.62  213.59   32.90   34.91 5.8789e+09 7.8962e+09 47.02817 8.88033 0.88050 1.1026e+06 8.461e+06    37839  7467402  7467464
 7467479 35.40041 34.72685 34.53618   51.15 -104.42  228.22    9.89   11.25 4.8042e+07 2.3991e+08 9.47183 1.17207 0.49870  108.21  9574.6      326  7467478  7467464
 7467498 35.20401 34.81199 34.76858  140.13  -66.67  134.60   10.08   10.08 1.6268e+08 1.6657e+08 14.22394 1.63301 1.00000  1125.4   53586     1054       -1       -1
 7467500 35.22155 34.83846 34.78258  138.87  -54.64  131.39   12.57   12.57 3.4493e+08 3.6907e+08 18.27465 1.88534 1.00000  4764.3 1.5485e+05     2450       -1       -1
 7467509 35.17015 35.07934 34.74328  -47.89 -179.14  -69.43    8.07    8.53 2.5155e+07 3.9587e+07 7.63521 0.61226 0.58830   74.62  7284.7      206       -1       -1
 7467514 35.10410 35.02496 34.82335  -52.81 -108.54   51.50    8.12   10.57 2.9127e+07 8.1005e+07 8.01690 0.86311 0.40570  295.05   20021      305       -1       -1
 7467520 35.17327 35.11835 34.89879   42.23  -67.12  -34.77    8.11   11.99 1.5127e+07 2.0374e+08 6.44507 0.59424 0.30280  1733.8   73634       95  7470746  7470746
 7467523 35.23600 35.13306 34.85503  -23.10 -147.78  -20.37    9.33   11.25 4.7465e+07 1.5596e+08 9.43521 1.24393 0.47210  1037.9   50490      421       -1       -1
 7467525 35.25982 35.08818 34.90976  -35.05 -115.10   79.88    8.17    9.16 2.062e+07 5.6483e+07 7.14507 0.77913 0.50860  147.65   12033      164       -1       -1
 7467529 35.04692 35.05573 34.88955   80.65  -55.76  -81.51    8.12    7.49 1.9662e+07 5.056e+07 7.03380 0.60470 0.37920  119.36   10291      118  7470746  7470746
 7467530 35.05635 34.96123 34.88635   82.16 -124.13  -54.58   10.24   13.51 4.1042e+07 1.6601e+08 8.98732 0.84487 0.28950  1170.1   55143      323       -1       -1
 7467532 35.05742 35.04194 34.86897   83.32  -66.47  -77.68   12.33   16.26 6.7141e+07 2.5345e+08 10.59014 1.08022 0.26290  2636.5 1.0022e+05      382  7470746  7470746
 7467537 35.00918 35.11392 34.85539   90.98 -119.97  -49.63    8.26    8.62 3.7254e+07 6.1906e+07 8.70282 1.35851 0.74770  176.07   13696      316  7470746  7470746
 7467543 35.13896 35.11476 34.89849   42.22 -173.55  -22.25   10.30   11.54 3.3282e+07 1.1152e+08 8.38169 0.76643 0.33930  545.07   31442      203  7470746  7470746
 7467556 35.12346 34.99375 34.86718   60.72 -113.47  -82.69   11.02   12.48 8.7183e+07 1.9502e+08 11.55493 1.34594 0.53520  1594.1   69225     2048       -1       -1
 7467560 35.26651 34.97617 34.85301   39.44 -113.57  -44.15    8.98    9.60 3.7254e+07 6.2667e+07 8.70282 1.00867 0.45880  180.25   13934      293       -1       -1
 7467563 35.35569 35.06277 34.80492   97.04  -87.89  -61.81   14.88   15.90 1.4141e+08 3.0596e+08 13.57746 1.02501 0.36590  3784.8 1.3074e+05     1091       -1       -1
 7467570 35.20531 35.08944 34.81620   19.40  -85.63  -46.40   11.14   12.37 6.8085e+07 1.874e+08 10.63944 1.14806 0.40570  1476.7   65436      652       -1       -1
 7467580 35.28311 35.34799 34.92830   12.86 -153.94  110.11   14.06   16.17 1.7169e+08 3.53e+08 14.48310 1.63054 0.32930  4980.8 1.6e+05     1541       -1       -1
 7467598 35.07235 35.07617 34.73489   -5.90    7.39   49.08   14.39   15.00 2.6746e+08 4.3216e+08 16.78732 1.67667 0.57500    7345 2.1289e+05     2395       -1       -1
 7467606 35.23010 34.99763 34.78848  -13.51  -43.75   68.51   15.84   17.32 2.3183e+08 4.9094e+08 16.00845 1.09557 0.56180  9382.8 2.5489e+05     1821       -1       -1
 7467635 35.12896 35.12937 34.86892  -63.01  -49.20  112.46   11.47   13.20 4.8606e+07 2.2221e+08 9.50986 0.92812 0.33930  110.66  9733.5      285  7470746  7470746
 7467636 35.13844 35.08470 34.90687  -10.00  -72.09  122.91   10.39   13.55 3.9901e+07 2.0488e+08 8.90423 0.62568 0.28950  75.763  7366.6      240  7470746  7470746
 7467637 34.99130 35.02604 34.90730  -21.30  -59.18  210.05   10.22   10.32 8.1127e+07 9.3169e+07 11.28028 1.12932 0.81410  295.91   20063      538       -1       -1
 7467650 35.29121 35.08169 34.86863  -34.48  -50.94  117.51    9.07    9.72 2.8366e+07 7.0671e+07 7.94648 0.91981 0.47210  227.04   16512      172       -1       -1
 7467684 35.09599 35.11659 34.84772  -69.77   -0.69  239.64   11.86   12.02 2.6211e+08 3.3155e+08 16.67606 2.31861 0.92030  2812.3 1.0509e+05     2436  7470746  7470746
 7467688 35.16020 35.01810 34.79183  -65.20  -21.19   97.52   13.83   13.79 1.8479e+08 3.6448e+08 14.84085 1.54399 0.44560  5296.4 1.6739e+05     1126       -1       -1
 7467700 35.29056 34.97324 34.74756  -74.85  -36.20   94.91    8.18    8.27 5.7493e+07 6.4685e+07 10.05634 1.28802 0.58830  152.76   12338      412       -1       -1
 7467702 35.22499 35.04327 34.84179  -95.54  -19.34  122.57    8.89    8.89 6.393e+07 7.1934e+07 10.41831 1.03942 1.00000  187.29   14332      471       -1       -1
 7467712 35.28310 35.15617 34.77959  -18.36   -7.46  168.52   12.72   12.72 1.8873e+08 2.4108e+08 14.94648 1.72930 1.00000  1496.9   66093     1077       -1       -1
 7467713 35.27511 35.06063 34.86432  -16.87  -48.53  102.45    9.18   10.54 3.6873e+07 1.2734e+08 8.67324 0.83990 0.52190   703.2   37920      242       -1       -1
 7467725 35.19380 35.11362 34.66475   49.17    0.69  122.08   19.46   19.46 9.3155e+08 1.1081e+09 25.44930 3.04716 1.00000   32094 6.2962e+05     5543       -1       -1
 7467737 35.22061 35.16379 34.79407   57.43   18.66  182.62   10.16   11.95 8.1324e+07 1.4469e+08 11.28873 0.92933 0.37920  297.29   20132      472       -1       -1
 7467744 35.15458 35.09538 34.89603   43.90   72.51  109.19    8.31   13.05 2.1944e+07 1.8347e+08 7.29437 0.89523 0.23970  24.037  3166.6      183  7470746  7470746
 7467760 35.16108 35.17345 34.88973   34.67 -109.92  137.82   13.95   15.47 2.5873e+08 5.186e+08 16.60423 2.18622 0.44560    2743 1.0318e+05     1624  7470746  7470746
 7467780 35.46776 34.99890 34.75321   55.09 -188.54  -95.31   13.97   15.27 1.693e+08 2.9211e+08 14.41408 1.77668 0.54850  3462.5 1.2246e+05     1484       -1       -1
 7467782 35.43893 34.96494 34.80241   43.53 -185.41  -76.03   12.09   16.81 5.693e+07 3.2676e+08 10.02394 0.80177 0.27620  4294.2 1.4346e+05      448       -1       -1
 7467790 35.55076 35.15754 34.84515   72.23 -123.60  -67.06   10.28    9.45 4.7282e+07 5.5225e+07 9.42254 0.79357 0.86720   141.4   11656      436       -1       -1
 7467793 35.31306 34.94603 34.72128  -50.86   21.58  102.26   15.57   15.57 7.1042e+08 7.1042e+08 23.24930 1.76725 1.00000   19075 4.2947e+05     4839       -1       -1
 7467833 35.66576 35.20642 34.86046 -111.24  -84.83   51.98   11.19   11.19 2.0648e+08 2.0648e+08 15.40282 1.75431 1.00000  1778.8   75035     1320       -1       -1
 7467837 35.20049 35.19997 35.17883 -161.88 -374.13  -32.19   11.68   11.27 6.9225e+07 1.8022e+08 10.69859 1.06207 0.57500  1369.9   61922      457  7468709  7473257
 7467843 35.21669 35.15449 35.20837  -47.30 -368.54 -123.48   13.34   13.63 9.9099e+07 2.3845e+08 12.05775 1.35702 0.52190  2345.1   91948      625  7473264  7473257
 7467847 35.25838 35.21120 35.21996  -67.86 -347.31  -64.38    8.64   11.94 2.0239e+07 1.4221e+08 7.10141 0.56691 0.40570  869.34   44321      209  7473264  7473257
 7467856 35.07806 35.10158 35.19169 -143.97 -214.88  -34.32    8.63   10.61 8.6423e+07 1.3321e+08 11.52113 1.81323 0.86720  766.74   40410      784  7473257  7473257
 7467857 35.10294 35.12828 35.20614 -184.79 -212.13  -11.00   10.02    8.61 7.8859e+07 1.3542e+08 11.17465 0.93979 0.65470  791.36   41361      779  7470559  7473257
 7467891 34.98146 35.02203 34.97444  -31.84 -160.18    7.63    8.89   10.18 6.5437e+07 1.2666e+08 10.50000 1.28554 0.76100     696   37634      661       -1       -1
 7467911 35.19235 35.12437 35.06793 -102.96 -255.59  -55.34   12.90   12.96 1.607e+08 2.1044e+08 14.16761 1.13435 0.85390  1844.8   77073     1862  7473257  7473257
 7467922 35.13206 35.00104 35.00554  -55.00 -226.35  -16.81    9.81   10.13 7.1493e+07 8.0254e+07 10.81408 1.20060 0.80080  289.82   19759      558       -1       -1
 7467923 35.14218 35.02258 34.99348  -62.07 -231.10  -25.05    9.61   12.19 3.8394e+07 9.3174e+07 8.79014 0.74838 0.22640  386.01   24395      353  7470746  7473257
 7467950 35.22521 35.08648 35.19039   34.50 -255.76 -113.09    8.98   10.43 3.1394e+07 9.1282e+07 8.21972 1.00774 0.36590   371.1   23699      220  7473257  7473257
 7467953 35.11270 35.09734 35.22994  -46.57 -275.26  -61.86    8.81    8.80 1.3049e+07 2.585e+07 6.13521 0.40880 0.23970  32.921  3990.8       81  7473257  7473257
 7467962 35.26166 35.21206 35.15525   38.60 -272.32  -79.19   12.85   15.23 6.0901e+07 2.8141e+08 10.25211 0.90586 0.41900  3223.2 1.1618e+05      443  7473264  7473257
 7467976 35.19720 35.21144 35.13097 -127.57 -118.90  -23.81   15.05   16.16 6.2986e+07 1.5723e+08 10.36761 0.49579 0.26290  1054.2   51070      352  7473264  7473257
 7467980 35.09834 35.09639 35.19837  -62.13 -220.60    0.66   10.98   13.41 8.3775e+07 2.1836e+08 11.40141 1.15355 0.53520  1980.4   81200      713  7473257  7473257
 7468016 35.18741 35.19055 35.23762  -36.34 -342.01 -171.72    9.42    8.34 2.6479e+07 3.4986e+07 7.76620 0.67807 0.80080  58.862  6118.5      153  7471054  7473257
 7468036 35.08165 35.21575 35.31248   20.22 -286.30  -78.28   11.76   11.98 1.0931e+08 1.5169e+08 12.45915 1.50586 0.53520     984   48548      634  7473257  7473257
 7468038 35.13896 35.15045 35.35042  -58.52 -301.07  -79.45   12.09   13.63 1.5042e+08 2.5155e+08 13.85634 1.34085 0.36590  2598.7   99159     1322  7473257  7473257
 7468039 35.17825 35.19769 35.29456  -64.39 -203.15 -131.83   11.01   14.47 4.5775e+07 3.5588e+08 9.32113 0.90641 0.39240    5059 1.6184e+05      353  7473257  7473257
 7468043 35.15607 35.12306 35.38017   10.60 -247.75  -16.13   16.68   17.52 3.1521e+08 5.3883e+08 17.73521 2.24968 0.45880   11219 2.9069e+05     1875  7473257  7473257
 7468044 35.08925 35.17106 35.32211   18.59 -151.11  -91.85    9.85   11.24 2.0239e+07 1.4056e+08 7.10141 0.45267 0.33930  850.05   43595      112  7473257  7473257
 7468073 35.27363 34.95235 35.18293  -18.43 -141.55   67.06    8.03    9.78 3.4606e+07 1.032e+08 8.49155 0.95921 0.32930  469.68   28182      397  7473257  7473257
 7468101 34.95645 35.07873 35.24927   -6.85 -143.89   89.09    8.38    9.20 3.631e+07 7.5145e+07 8.62817 0.87993 0.49870  255.44   18007      272  7473257  7473257
