# 
# ID	X(Mpc)	Y(Mpc)	Z(Mpc)	Vx(km/s)	Vy(km/s)	Vz(km/s)	Vmax(km/s)	Vpeak(km/s)	Mvir(Msun)	Mpeak(Msun)	Rvir(kpc)	Rmax(kpc)	apeak	Mstar_preferred(Msun)	Mstar_Behroozi2013(Msun)	npart	PID	UpID
# 
21254909 35.14007 35.08072 35.11200   85.54   37.44  -89.33   10.49   10.52 6.6761e+07 8.5925e+07 10.57042 1.02032 0.57500  330.42   21759      413 21262519 21262519
21254917 34.79907 35.27517 34.81877  -77.27   91.23 -167.85    8.55    9.07 5.938e+07 7.8418e+07 10.16620 0.81242 0.86720  277.23   19124      527       -1       -1
21254919 34.85965 35.30969 34.79083  -38.50   82.39  -82.29   10.83   11.20 6.9789e+07 1.2652e+08 10.72817 1.13822 0.43230   694.5   37574      449       -1       -1
21254923 34.78806 35.25048 34.78859   94.92   34.78  -50.25    9.53    8.17 1.4052e+08 1.461e+08 13.54648 1.55754 0.93360  849.61   43579      865       -1       -1
21254940 34.75487 35.08668 34.85055   89.71   23.73  -28.99   26.17   26.17 2.6746e+09 2.6746e+09 36.16761 4.53982 1.00000 2.4315e+05 2.7892e+06    17331       -1       -1
21254948 34.87587 35.08673 34.87469   83.11    4.92   -8.02    9.51    9.51 1.2066e+08 1.2066e+08 12.87606 1.26942 1.00000  634.12   35143      992       -1       -1
21254949 34.86773 35.05589 34.85021   87.15   25.41    1.29   13.31   12.93 4.4845e+08 4.8152e+08 19.94507 2.93739 0.92030  7885.9 2.2431e+05     3511       -1       -1
21254950 34.94545 35.03572 34.90630   92.84   17.84    9.97   11.54   11.54 1.9845e+08 1.9901e+08 15.19718 1.70533 1.00000  1648.4   70949     1710       -1       -1
21254961 35.02637 35.48637 35.10215 -133.63   -3.83 -109.70   10.44   10.48 6.7141e+07 1.0156e+08 10.59014 0.91772 0.65470  455.49   27553      729 21262519 21262519
21254965 35.20072 35.32641 34.99497  -78.18   44.01 -158.56   13.72   17.18 9.0592e+07 3.177e+08 11.70282 1.10265 0.21310  4068.5 1.3788e+05      581 21262519 21262519
21254966 35.09594 35.32751 35.16610 -134.21  -21.75 -148.82    8.16    9.71 3.5183e+07 7.6277e+07 8.53803 1.01361 0.56180  262.88   18391      371 21262519 21262519
21254977 35.15883 35.39986 35.04527  -76.51  -14.08  -73.61   10.58   10.43 3.1775e+07 5.7914e+07 8.25352 0.39953 0.45880  154.92   12466      242 21262519 21262519
21254984 35.12345 35.61034 34.95213  -86.26  105.68 -212.47    8.28    8.62 8.3775e+07 1.0887e+08 11.40141 1.67138 0.81410  520.49   30393      704       -1       -1
21255005 35.00825 34.72437 35.09604  -60.58   74.04  -78.30   11.76   12.36 1.2539e+08 1.7709e+08 13.04225 1.52343 0.49870  1324.6   60409     1256       -1       -1
21255011 34.90475 34.83475 35.12486  -45.26   19.91  -97.53   10.35   10.93 1.1631e+08 2.5425e+08 12.71972 1.65527 0.72110  2652.6 1.0067e+05     1628       -1       -1
21255015 34.88942 34.81255 35.16023  -61.81   45.10  -81.62    8.68    9.19 3.9901e+07 7.0418e+07 8.90423 1.13271 0.53520  225.48   16428      452       -1       -1
21255034 35.07359 35.12335 35.18438   92.34   80.47  -71.05    8.26    9.04 1.9662e+07 4.0855e+07 7.03380 0.81157 0.45880  79.275  7616.2      116 21262519 21262519
21255038 34.99155 35.07376 35.33952  -97.66   14.17 -127.75   10.57   12.25 4.1606e+07 9.3995e+07 9.02958 0.48063 0.36590  392.57   24700      307 21262519 21262519
21255046 34.96510 34.75890 35.36065  -63.86   81.28  -54.78   30.76   32.94 2.8183e+09 5.0422e+09 36.80423 4.74619 0.69460 8.2118e+05 6.8166e+06    20876       -1       -1
21255051 35.02241 34.83486 35.43703  -40.55  107.62  -69.06   13.56   13.86 1.2652e+08 2.0606e+08 13.08169 1.23027 0.43230  1771.8   74818     1383       -1       -1
21255057 34.96585 35.01258 35.14065  -44.73  117.20 -147.18   12.54   14.39 8.9831e+07 2.2296e+08 11.67042 1.11241 0.39240  2061.3   83627     2242 21262519 21262519
21255078 34.83997 35.13954 35.24452   78.33   65.63 -128.05    9.38   10.34 3.8014e+07 1.6404e+08 8.76197 0.67457 0.58830  1143.5   54220      221       -1       -1
21255090 35.16793 35.24366 35.25142  -83.25 -177.37 -245.96   14.76   20.05 1.2652e+08 6.9005e+08 13.08169 1.25424 0.35260   18039 4.1219e+05      762 21262482 21262519
21255094 35.21631 35.26734 35.25142   -5.70 -195.25 -140.05   10.14   11.55 2.931e+07 1.0623e+08 8.03380 0.71150 0.31610   496.5   29356      192 21262494 21262519
21255095 35.16577 35.23376 35.26501  101.72 -132.17 -140.02    9.02   10.84 1.6648e+07 4.9742e+07 6.65211 0.47969 0.17660  115.68   10056       95 21262519 21262519
21255101 35.03270 35.20169 35.35075  -90.47   74.19 -213.52   20.19   23.42 3.6127e+08 1.1633e+09 18.55775 1.95036 0.47210   49170 8.6157e+05     3921 21262322 21262519
21255115 34.97085 35.32104 35.29561   24.45  -27.26  -97.15    8.04    9.18 3.0634e+07 9.2671e+07 8.15352 0.95585 0.45880  382.03   24210      172 21260628 21262519
21255126 34.95951 35.26883 35.21734  -25.22   -1.89  -91.24    8.05    9.90 2.2507e+07 6.5061e+07 7.35634 0.70263 0.27620   193.7   14692      182 21262519 21262519
21255127 35.02111 35.20287 35.16561   20.30    7.59  -52.62    9.36   10.27 2.4211e+07 5.8944e+07 7.53803 0.59474 0.40570  160.25   12780      202 21262519 21262519
21255141 35.09880 35.13186 35.19144  -28.86   24.38 -269.50    8.06    7.97 1.7394e+07 2.761e+07 6.75211 0.56402 0.50860  37.361  4379.9      102 21262519 21262519
21255144 35.13223 35.16299 35.39297   -6.55   94.69 -276.39   11.24   17.65 3.669e+07 2.7589e+08 8.65915 0.71509 0.23970    3103 1.1297e+05      219 21262519 21262519
21255152 35.13997 35.40773 35.40983   74.80  -67.01 -139.67   18.67   18.91 1.0277e+09 1.0385e+09 26.29577 3.01674 0.97340   39540 7.34e+05     6655 21262519 21262519
21255153 35.19342 35.13841 35.24187   27.42   12.95 -265.30    9.22   11.98 2.3634e+07 1.2533e+08 7.47887 0.58431 0.31610  682.05   37078      231 21256277 21262519
21255155 35.22166 35.29393 35.20806   14.09  -44.75 -224.09   13.32   15.21 9.6451e+07 4.4491e+08 11.94930 1.33048 0.32930  7766.6 2.2181e+05      553 21262482 21262519
21255167 35.14323 35.17489 35.32130   -3.03  -80.95 -110.83    8.88    9.41 2.2507e+07 3.5052e+07 7.35634 0.44309 0.53520  59.074  6134.8      178 21262519 21262519
21255183 35.21514 35.22349 35.32789  -64.44    2.65  -67.75   12.35   15.47 3.3662e+07 1.8568e+08 8.41408 0.50129 0.30280  1450.7   64589      210 21262519 21262519
21255185 35.18176 35.16089 35.23783   55.11  -29.59  -99.84   10.26   12.56 2.8183e+07 1.3138e+08 7.92958 0.59521 0.31610  746.63   39628      151 21262519 21262519
21255193 35.19828 35.32004 35.34679   90.32  -12.12  -50.25   10.38   10.39 8.2085e+07 1.1694e+08 11.32394 1.55473 0.61490  597.14   33624      625 21262519 21262519
21255194 35.11427 35.21444 35.15603  -22.55   35.67 -109.83    9.48   15.44 2.7042e+07 4.9836e+08 7.82113 0.74221 0.39240  9656.8 2.6035e+05      725 21262519 21262519
21255202 35.09844 35.16372 35.35980   96.70   71.25  -84.39    8.97    8.75 2.8183e+07 3.9587e+07 7.92958 0.90992 0.62820   74.62  7284.7      237 21262519 21262519
21255214 34.99072 35.49324 35.37758  -23.18  -99.85  -31.65    9.58    9.58 1.2369e+08 1.2388e+08 12.98310 0.89536 1.00000  665.03   36395      749       -1       -1
21255215 34.93538 35.44927 35.13196  -88.21   -0.37  -88.54   11.08   11.13 7.0549e+07 9.7962e+07 10.76620 0.78793 0.64140     425   26184      474       -1       -1
21255219 34.93441 35.39355 35.11661  -85.06   13.91  -96.41   18.52   19.03 4.1338e+08 6.825e+08 19.41127 1.91455 0.68130   17661 4.0583e+05     4825 21256767 21262519
21255235 35.24351 35.52303 35.21368  -23.73   56.11  -78.09   12.46   14.80 9.7394e+07 3.179e+08 11.98873 0.84325 0.33930  4073.3 1.38e+05      922 21262519 21262519
21255255 34.97672 35.32269 35.51125   46.70   79.60  -55.01   10.70   10.78 7.5648e+07 1.0843e+08 11.01972 0.98767 0.61490  258.73   18177      521       -1       -1
21255258 35.11172 35.25531 35.39756  -67.09   -7.07 -232.45   14.16   21.01 8.5296e+07 7.2254e+08 11.47042 0.87667 0.32930   19704 4.3985e+05      472 21262325 21262519
21255266 34.97438 35.34808 35.42817    8.27   17.35 -150.02   10.02   10.43 1.9296e+07 1.0604e+08 6.98873 0.46192 0.45880  494.81   29283      733 21262325 21262519
21255270 34.99082 35.44217 35.45962   54.92  101.47  -88.79   10.54   10.54 1.6676e+08 2.4057e+08 14.34366 1.55856 1.00000  1180.3   55495     1023       -1       -1
21255285 35.18473 35.27825 35.26904  130.62   15.41 -194.45   10.47   11.87 6.0521e+07 1.5958e+08 10.23099 0.87645 0.50860  1084.6   52150      400 21262482 21262519
21255286 35.06514 35.29559 35.20735    6.08   -6.28 -176.05   10.81   14.29 6.8268e+07 2.5798e+08 10.64930 1.33041 0.50860  2727.8 1.0276e+05      637 21262519 21262519
21255309 35.06203 34.87192 35.04569  -98.27  197.71 -195.34   13.23   13.23 3.6197e+08 4.6792e+08 18.57042 1.79342 1.00000  5226.5 1.6576e+05     2211       -1       -1
21255325 35.09234 35.20396 35.01948 -283.05  141.90 -103.38    9.55   11.13 5.1254e+07 1.2098e+08 9.67887 1.31885 0.43230  637.35   35275      352 21262519 21262519
21255330 35.13308 35.00027 35.11362 -180.08   78.49  -64.89    8.38    8.17 2.1183e+07 5.7498e+07 7.20986 0.55572 0.26290  152.79   12339      210 21262519 21262519
21255344 35.26682 35.19270 35.17275 -230.61   90.21 -298.60   10.32   10.70 3.4423e+07 7.3761e+07 8.47606 0.69501 0.54850  246.48   17540      472 21262482 21262519
21255345 35.13066 35.26620 35.07648 -312.27  196.31  -12.69   16.80   18.46 2.0789e+08 5.9674e+08 15.43521 1.20191 0.32930   13648 3.3576e+05     1281 21262519 21262519
21255353 35.04559 35.21975 34.89966 -181.37  168.39 -127.75    9.82   10.58 7.8113e+07 1.3006e+08 11.13803 0.98705 0.80080  732.29   39067      729       -1       -1
21255365 35.08068 35.28079 35.12924 -110.62  231.29 -132.67   12.76   16.28 5.031e+07 2.3583e+08 9.61972 0.65970 0.31610  2295.9   90525      293 21262519 21262519
21255371 35.16332 35.23349 35.09748 -221.63  311.97 -121.19    8.32    8.45 2.2127e+07 8.4728e+07 7.31549 0.71727 0.58830  321.64   21332      393 21262519 21262519
21255372 35.16901 35.21004 35.11104 -240.49  363.98 -115.82   15.42   18.58 2.007e+08 6.4211e+08 15.25493 1.46806 0.31610   15710 3.7235e+05     1383 21262519 21262519
21255373 35.01332 35.64030 34.97656 -171.33  131.85  -85.93    8.30    8.26 3.8197e+07 6.1906e+07 8.77606 0.70826 0.73440  176.07   13696      306       -1       -1
21255376 35.19392 35.44180 34.82223 -144.40  115.98  -98.64   10.12   11.73 5.031e+07 1.2943e+08 9.61972 1.03983 0.45880  725.52   38801      667       -1       -1
21255383 34.97503 35.62389 35.07800 -179.47   98.73 -193.10   11.40   11.43 1.9521e+08 2.2811e+08 15.11549 1.47656 0.80080  2153.7   86366     1411       -1       -1
21255386 35.05841 35.58108 34.89341 -184.32  166.60 -120.32    9.69   10.84 1.0062e+08 1.8871e+08 12.11972 1.73215 0.77420  1496.5   66082      893       -1       -1
21255388 35.01869 35.56044 34.90839 -188.08  144.48 -106.76   12.35   13.30 1.6507e+08 2.6383e+08 14.29437 1.61049 0.76100  2847.7 1.0606e+05     1801       -1       -1
21255390 34.99985 35.57182 34.89985 -163.45  122.00  -93.17   15.89   17.28 3.7014e+08 5.8897e+08 18.70845 1.65660 0.74770   13309 3.296e+05     3129       -1       -1
21255401 35.06446 34.78735 35.07400  -99.57  168.34 -198.61    8.23    8.80 5.6366e+07 7.4202e+07 9.99014 0.93747 0.72110  147.07   11998      582       -1       -1
21255404 35.00424 34.75251 35.19148 -124.96  158.55 -191.38   14.45   14.45 2.9239e+08 4.1094e+08 17.29437 1.43732 1.00000  3469.1 1.2263e+05     2212       -1       -1
21255424 35.09782 35.08438 35.20432  -82.43  188.60 -152.82    8.81    9.60 1.569e+07 6.2981e+07 6.52394 0.34571 0.36590  181.99   14033      265 21262519 21262519
21255438 35.15177 35.11263 35.25375 -297.86  272.84 -106.34    8.63    9.71 3.0831e+07 5.6357e+07 8.17042 0.66606 0.57500  147.02   11995      187 21262519 21262519
21255445 35.12792 34.96576 35.26694 -169.10  304.66  -31.65   13.71   15.18 9.0211e+07 2.4653e+08 11.68592 1.00010 0.32930    2500   96374      645 21262519 21262519
21255447 35.21058 35.10390 35.28442 -103.11  331.36 -226.46   10.26   10.99 3.2535e+07 8.5418e+07 8.31831 0.56423 0.33930  326.69   21578      232 21262519 21262519
21255457 35.03523 34.99770 35.42631 -173.21  114.07 -126.83   10.13   10.64 8.3592e+07 1.2993e+08 11.39296 1.16505 0.73440  730.92   39013      989       -1       -1
21255463 34.80182 35.18580 35.15272  -85.51  105.88 -246.74    9.99   10.07 7.1873e+07 8.3592e+07 10.83380 0.93716 0.92030  234.51   16910      763       -1       -1
21255470 34.73952 35.24830 35.49680 -164.14  197.92 -153.91   12.39   12.39 2.8535e+08 3.2883e+08 17.15493 2.15114 1.00000  3310.5 1.1848e+05     2085       -1       -1
21255475 34.80400 35.35566 35.39462 -185.51  120.79 -197.00    9.35    9.35 6.6577e+07 7.4704e+07 10.56056 0.60494 1.00000  202.46   15178      658       -1       -1
21255479 35.19594 35.20792 35.18849 -453.04  151.20 -296.69    9.07   11.47 1.9859e+07 1.2029e+08 7.05634 0.65209 0.30280  630.34   34989      164 21262482 21262519
21255480 35.19046 35.24877 35.24011 -205.53  271.29 -371.83    8.20    9.21 1.8915e+07 5.0559e+07 6.94225 0.52012 0.49870  119.36   10290      121 21262482 21262519
21255503 34.96530 35.29151 35.18018 -152.61  126.98 -266.08    8.72    8.79 2.8183e+07 4.2239e+07 7.92958 0.75975 0.84060  84.516  7983.3      251 21262519 21262519
21255510 34.96835 35.17544 35.23149 -199.83  141.72  -76.19   10.07   13.52 1.7972e+07 1.5779e+08 6.82535 0.33710 0.27620  1061.4   51329      105 21262519 21262519
21255516 35.08497 35.21218 35.17408 -243.62  210.56 -162.54    8.36   11.20 2.231e+07 1.0941e+08 7.33662 0.62801 0.28950  525.46   30606      361 21262519 21262519
21255540 35.20494 35.20545 35.26735 -149.20  104.36 -283.58    8.26   16.40 1.8155e+07 3.0744e+08 6.84789 0.70361 0.32930  3819.8 1.3163e+05      394 21262482 21262519
21255546 35.19728 35.22544 35.29613 -300.82  355.69  -88.16    9.12    9.10 3.2718e+07 7.5207e+07 8.33380 0.47936 0.58830  255.84   18028      222 21262482 21262519
21255551 35.18792 35.23097 35.14570 -136.89  280.43 -127.12    8.30   16.90 1.1348e+07 2.4378e+08 5.85493 0.54313 0.22640  2446.8   94863       75 21262519 21262519
21255552 35.18839 35.20149 35.13639  -79.90  264.40 -110.98   12.70   15.36 4.2169e+07 1.9845e+08 9.07042 0.73140 0.35260  1648.4   70949      265 21262519 21262519
21255582 34.94625 35.48918 35.15617 -245.02  114.87 -171.37   11.89   12.15 2.8465e+08 3.3103e+08 17.14085 1.73699 0.81410  4402.6 1.4612e+05     2338       -1       -1
21255591 35.17417 35.38287 35.22079 -176.05  115.07  -32.64   12.07   14.57 3.2338e+07 2.1495e+08 8.30141 0.52515 0.22640  1921.5   79416      191 21262519 21262519
21255622 35.11504 35.24324 35.37049 -159.44  168.73 -217.81    8.34    8.31 2.2127e+07 4.5709e+07 7.31549 0.62017 0.53520  98.347  8924.6      233 21262325 21262519
21255627 35.03535 35.21687 35.36413 -207.85  149.24 -206.77   11.28   12.02 9.0394e+07 2.1642e+08 11.69437 1.45743 0.50860  1946.8   80185     1229 21262322 21262519
21255630 35.07830 35.30465 35.36530 -299.86   88.49  -90.92   15.87   16.53 3.1394e+08 4.9807e+08 17.70986 1.36055 0.57500  9646.3 2.6014e+05     3254 21262325 21262519
21255653 35.14218 35.41086 35.45307 -185.81   93.99 -111.05   11.23   13.76 2.7606e+07 1.2709e+08 7.87606 0.46402 0.21310  700.56   37815      834 21262519 21262519
21255659 34.73730 34.94106 34.88606  -27.67  109.65  -74.69   10.29   11.59 3.8197e+07 1.6366e+08 8.77606 0.61481 0.30280  1138.5   54045      246       -1       -1
21255661 34.53969 35.15838 34.78539  -63.45  136.13 -138.16   12.53   13.00 1.1801e+08 1.9894e+08 12.78169 0.98931 0.61490  1656.2   71197     1196       -1       -1
21255676 34.71134 35.09773 34.89715  -50.58  185.78  -65.79   10.09   11.13 5.938e+07 1.6629e+08 10.16620 0.87051 0.60160  1173.9   55275      606       -1       -1
21255692 34.75551 34.86813 34.83349  -53.18  142.35 -103.50   26.63   33.70 1.4549e+09 4.1779e+09 29.52676 3.56473 0.44560 5.724e+05 5.2305e+06    10199       -1       -1
21255693 34.85228 34.96685 34.86708  -12.22  113.85  -84.34   11.95   12.30 5.031e+07 1.5145e+08 9.61972 0.62632 0.31610  981.08   48442      509       -1       -1
21255694 34.94942 35.05951 34.87824   -9.39  125.83  -40.59   21.55   27.94 5.0437e+08 1.977e+09 20.74225 1.80194 0.31610 1.361e+05 1.821e+06     2994       -1       -1
21255697 34.90696 34.92680 34.94011  -87.77  125.11 -122.19    8.89   10.46 5.0873e+07 1.2533e+08 9.65493 1.01837 0.40570  682.05   37078      389       -1       -1
21255709 34.68965 35.08293 34.87362  -78.32  125.66 -100.23    8.30    8.90 3.7451e+07 5.7934e+07 8.71831 1.03900 0.62820  155.02   12472      687       -1       -1
21255710 34.81273 35.05177 34.88873  -71.81  103.79 -120.15   10.57   10.09 5.0113e+07 8.6873e+07 9.60704 0.79293 0.45880  337.46   22099      894       -1       -1
21255711 34.74596 35.05017 34.92190  -70.92   99.04  -93.81    9.58   11.52 7.0549e+07 1.8042e+08 10.76620 1.24047 0.41900  1372.9   62021     1478       -1       -1
21255730 35.02746 35.04804 34.92861   -9.36  193.12  -81.75   15.98   16.72 2.0408e+08 4.0014e+08 15.34085 1.38203 0.52190  6335.9 1.9097e+05     2076       -1       -1
21255731 35.09682 35.06100 35.01265   78.88  198.89  -43.96   12.54   14.45 4.2366e+07 1.6751e+08 9.08310 0.61083 0.26290  1190.5   55848      232 21262519 21262519
21255737 35.07818 35.14462 35.15345  -14.78   85.61  -90.47   10.34   11.17 5.107e+07 1.4742e+08 9.66761 0.95859 0.53520  931.49   46629      525 21262145 21262519
