# 
# ID	X(Mpc)	Y(Mpc)	Z(Mpc)	Vx(km/s)	Vy(km/s)	Vz(km/s)	Vmax(km/s)	Vpeak(km/s)	Mvir(Msun)	Mpeak(Msun)	Rvir(kpc)	Rmax(kpc)	apeak	Mstar_preferred(Msun)	Mstar_Behroozi2013(Msun)	npart	PID	UpID
# 
18579648 34.94141 35.24663 34.89289  -40.00 -261.34  187.56   11.15   11.34 5.1817e+07 1.0389e+08 9.71408 0.88399 0.36590  475.77   28450      381 18582282 18582282
18579663 34.86946 35.19841 34.85756   42.32 -189.53  107.39    8.89    9.26 1.5887e+07 3.9019e+07 6.55070 0.46354 0.30280  72.578  7137.5      105 18582282 18582282
18579678 34.96618 35.24687 34.89986  154.84 -314.63   77.68   12.12   13.42 3.5746e+07 1.2425e+08 8.58310 0.55926 0.23970  670.85   36629      204 18582282 18582282
18579679 34.97659 35.23342 34.99190   94.71 -284.37  150.69   11.00   12.68 3.707e+07 1.9028e+08 8.68873 0.78600 0.32930  1520.5   66860      216 18580257 18582282
18579680 34.97777 35.22834 35.01548   12.32 -170.55  105.99   11.68   12.02 3.9521e+07 1.2347e+08 8.87606 0.78734 0.31610  662.76   36304      268 18582282 18582282
18579688 34.89601 35.13390 35.09869  158.32 -175.53  114.89    9.25   11.54 3.8197e+07 1.1032e+08 8.77606 0.99835 0.37920  533.93   30968      271 18582282 18582282
18579692 34.89213 35.19497 35.06583  159.95 -198.20  223.28   11.08   11.83 3.6507e+07 8.9202e+07 8.64366 0.76189 0.31610  355.04   22940      241 18582282 18582282
18579694 35.03273 35.14741 35.13039  114.46 -238.05  136.81    9.34   12.05 4.8042e+07 1.6602e+08 9.47183 1.01599 0.50860  1170.3   55149      332 18582282 18582282
18579699 35.04665 35.18385 35.03538  137.01 -196.46   76.83    8.09   10.47 1.2482e+07 2.9507e+07 6.04507 0.34813 0.48540  42.444  4810.7      159 18582282 18582282
18579701 35.14942 35.06263 35.01314  144.18 -255.71   89.25    9.18    9.10 3.4803e+07 6.0269e+07 8.50704 1.04287 0.32930  167.24   13187      231       -1       -1
18579709 35.06379 35.20465 34.91668   14.35 -239.54   95.27   10.61   11.58 5.0493e+07 9.3803e+07 9.63099 0.80228 0.39240  391.03   24628      536 18582282 18582282
18579722 35.19434 35.40317 35.01065  157.98 -298.27  108.95   11.96   11.96 1.638e+08 1.9962e+08 14.25634 1.47290 1.00000  1140.4   54111     1388       -1       -1
18579724 35.09941 35.10735 35.08659  106.53 -316.19   46.50   15.20   14.94 2.4648e+08 3.0674e+08 16.33662 1.61312 0.82740  3803.2 1.3121e+05     1644       -1       -1
18579762 34.89486 35.11879 34.97417  218.92 -309.33  -39.16   11.78   12.52 7.3e+07 1.4907e+08 10.89014 1.00752 0.52190  951.69   47371      435 18580994 18582282
18579776 34.99366 35.10723 34.89154  201.04 -248.86  -58.39   11.25   13.20 8.5479e+07 2.6615e+08 11.47887 0.98275 0.50860    2896 1.0738e+05     1059 18582282 18582282
18579779 35.00937 35.10175 34.99121  193.56 -189.75 -104.03    8.34    8.14 2.1366e+07 2.8812e+07 7.23099 0.59675 0.53520  40.546  4651.5      117 18581091 18582282
18579803 34.80897 35.26744 35.05224  213.54 -242.97   49.80    9.02   10.17 4.7282e+07 1.8568e+08 9.42254 1.06072 0.53520  1450.7   64589      471 18582282 18582282
18579807 34.96200 35.21066 35.03194  213.21 -357.52  -38.00   10.30   11.55 4.6521e+07 1.1209e+08 9.37183 0.87482 0.53520  550.45   31670      554 18582282 18582282
18579816 35.09244 35.22663 34.98456  154.55 -338.50   18.22    8.38    7.91 2.3634e+07 3.7385e+07 7.47887 0.70605 0.41900  66.855  6719.2      438 18582282 18582282
18579817 35.09085 35.22400 34.95469   35.47 -199.15   37.72   12.30   13.73 7.7732e+07 9.5324e+07 11.12113 0.67246 0.77420   403.3   25194      650 18582282 18582282
18579826 34.86746 35.21625 34.85254  236.12 -327.86   96.28    9.86   10.11 2.6479e+07 6.5438e+07 7.76620 0.59357 0.44560  195.86   14812      151 18582282 18582282
18579841 34.94989 35.18004 34.85923  194.96 -193.20  138.96    9.40   11.31 2.8183e+07 7.9178e+07 7.92958 0.87451 0.27620  282.41   19387      260 18582282 18582282
18579844 34.90193 35.20661 34.76766  202.94 -265.05  113.10   10.20   10.15 4.331e+07 6.0014e+07 9.15070 0.72666 0.50860  165.88   13109      427 18582282 18582282
