# 
# ID	X(Mpc)	Y(Mpc)	Z(Mpc)	Vx(km/s)	Vy(km/s)	Vz(km/s)	Vmax(km/s)	Vpeak(km/s)	Mvir(Msun)	Mpeak(Msun)	Rvir(kpc)	Rmax(kpc)	apeak	Mstar_preferred(Msun)	Mstar_Behroozi2013(Msun)	npart	PID	UpID
# 
22147863 35.05260 35.54178 35.29618  415.22 -373.16  -91.78    8.05    8.96 1.6268e+07 4.6718e+07 6.60141 0.61582 0.32930  102.56  9204.2      130 22152917 22153838
22147872 35.25906 35.50011 35.30853  429.42 -282.74  -68.44    8.36    8.60 1.5507e+07 4.0854e+07 6.49859 0.17453 0.35260  79.272    7616      241 22153838 22153838
22147912 35.22561 35.45206 35.34002  456.80 -372.72  -99.49    9.55   11.11 7.3197e+07 1.4582e+08 10.90000 1.07069 0.85390  912.17   45916      748 22153838 22153838
22147915 35.19206 35.47342 35.46147  395.73 -317.56  -31.94    9.66   13.48 1.9662e+07 1.4775e+08 7.03380 0.34879 0.22640  935.47   46776      144 22153838 22153838
22147918 35.10042 35.49329 35.40896  529.77 -365.26  -95.74    8.92   10.85 3.1775e+07 1.2047e+08 8.25352 0.66472 0.35260  632.21   35065      198 22153838 22153838
22147933 35.20819 35.53177 35.42547  517.51 -251.94  -41.60    8.30    7.93 3.9338e+07 6.3792e+07 8.86197 1.18081 0.85390  186.51   14289      355 22153838 22153838
22147966 34.74642 35.56454 35.52454  233.82 -431.31 -140.59    9.56    8.90 6.4676e+07 1.0156e+08 10.45915 0.86321 0.62820  455.46   27551      735 22153838 22153838
22147978 34.84905 35.46202 35.35150  409.74 -356.31 -150.28   10.49   10.24 4.9746e+07 7.7732e+07 9.58310 1.10249 0.53520  272.59   18888      302 22147990 22153838
22147980 34.81805 35.41484 35.40175  344.40 -404.18 -137.10   13.49   13.73 1.4577e+08 3.0695e+08 13.71549 1.21135 0.48540  3808.2 1.3134e+05      902 22153838 22153838
22147988 34.83937 35.44092 35.34926  387.83 -421.24 -158.90    9.22   12.82 2.7042e+07 1.4305e+08 7.82113 0.94760 0.53520  879.24   44691      146 22147990 22153838
22147989 34.84451 35.44653 35.32832  388.50 -397.86 -199.78   19.33   24.47 3.9986e+08 1.6047e+09 19.19577 1.93710 0.52190   91179 1.3566e+06     2598 22147990 22153838
22147990 34.85678 35.43944 35.32912  337.27 -386.13 -147.54   49.22   52.08 2.107e+10 2.5493e+10 71.96479 7.13094 0.82740 1.8309e+07 6.5593e+07   134260 22153838 22153838
22147991 34.84570 35.45223 35.35106  322.99 -380.79 -138.58   12.03   20.69 5.9958e+07 8.4053e+08 10.19859 0.89298 0.41900   26345 5.4455e+05      365 22147990 22153838
22147998 34.74557 35.45729 35.47712  166.85 -287.65 -145.88    9.18    8.93 7.5085e+07 8.592e+07 10.99296 0.99358 0.85390  330.39   21757      559       -1       -1
22148009 34.77098 35.54087 35.62940  163.00 -359.60  -58.57    8.27   10.77 2.4394e+07 7.7291e+07 7.55775 0.57070 0.37920  269.63   18737      139 22153794 22153794
22148044 34.91409 35.39330 35.59030  205.95 -449.44  -45.61   17.57   17.98 7.4423e+08 1.4339e+09 23.61408 1.93470 0.82740   73458 1.1573e+06     6565 22153838 22153838
22148048 34.98215 35.47981 35.57954  239.55 -513.02  -28.53   10.95   11.13 1.462e+08 2.0944e+08 13.72676 2.55856 0.85390  1828.1   76560     1269 22153838 22153838
22148053 34.89456 35.39653 35.62219  257.97 -328.40  -54.46    8.94   11.22 3.0254e+07 1.1663e+08 8.11972 0.71249 0.45880  594.06   33496      233 22153838 22153838
22148064 34.97480 35.41908 35.62527  264.75 -317.68  -54.04    9.63   10.49 2.3451e+07 9.885e+07 7.45915 0.41233 0.28950  432.43   26520      257 22153838 22153838
22148069 34.86404 35.47218 35.55950  172.88 -268.18 -130.13   11.35   11.29 1.1915e+08 1.9653e+08 12.82254 0.81523 0.70780  1617.8   69979     1188 22153794 22153838
22148071 34.86382 35.39281 35.48978  189.71 -326.12  -73.74    8.56    8.34 5.3338e+07 8.6746e+07 9.80845 1.12049 0.78750  336.51   22054      913 22153838 22153838
22148077 34.86167 35.47296 35.61227  176.25 -294.85  -86.95    9.25   12.68 5.5986e+07 2.2873e+08 9.96761 1.51020 0.56180    2165   86701      502 22153794 22153838
22148092 34.83702 35.48047 35.65439  159.53 -336.03  -91.02   10.92   22.51 6.0141e+07 9.3873e+08 10.20845 1.11191 0.27620   32571 6.3648e+05      531 22153794 22153838
22148100 34.96488 35.48701 35.88885  298.41 -280.33  -46.14    8.88    9.31 6.1845e+07 1.1215e+08 10.30423 1.14494 0.70780  550.98   31693      623       -1       -1
22148105 34.74661 35.22495 35.65273  355.14 -318.54  -27.10   11.25   15.50 1.4423e+08 7.3695e+08 13.66761 1.18261 0.72110   20466 4.5228e+05     1171       -1       -1
22148108 34.90967 35.20171 35.52409  375.82 -349.66  -18.96    9.33    8.97 5.0493e+07 6.8394e+07 9.63099 0.90735 0.76100   213.2   15766      462       -1       -1
22148114 34.92374 35.23802 35.69282  381.84 -307.06  -51.88    8.49    8.62 4.6718e+07 7.3822e+07 9.38451 1.30834 0.72110  246.87   17561      563       -1       -1
22148164 35.02788 35.42271 35.77401  353.52 -391.43   15.91    8.10    8.06 3.8197e+07 5.2009e+07 8.77606 0.79295 0.76100  126.02   10710      346       -1       -1
22148170 34.96329 35.49236 35.82589  349.88 -276.20 -109.19    8.30    8.78 3.1211e+07 7.092e+07 8.20423 0.83861 0.64140  228.58   16594      397       -1       -1
22148173 35.23105 35.18811 35.47918  282.08 -346.46  -59.45   13.23   13.85 2.2296e+08 3.0421e+08 15.80141 1.17502 0.72110  3743.2 1.2968e+05     1619       -1       -1
22148174 35.19250 35.09481 35.60285  328.57 -261.55   -0.02   13.30   13.27 1.0799e+08 1.4953e+08 12.40845 0.79973 0.65470  957.29   47575      638       -1       -1
22148194 35.30030 35.20537 35.58622  265.99 -325.82  -78.69    8.12    8.19 5.0873e+07 1.0616e+08 9.65493 0.74005 0.65470  495.91   29330      630       -1       -1
22148201 35.14080 35.32236 35.84271  291.63 -308.61  -74.53   14.90   15.69 2.3451e+08 3.9484e+08 16.06901 1.28259 0.68130  6175.6 1.874e+05     1988       -1       -1
22148204 35.29122 35.13229 35.77644  299.07 -336.45  -38.96   12.35   13.39 1.5634e+08 2.3577e+08 14.03944 0.96506 0.69460  2294.8   90494     1322       -1       -1
22148209 35.10775 35.51871 35.44409  258.28 -426.42 -267.51   12.00   11.65 2.169e+08 2.6803e+08 15.65634 2.12251 0.89380  2935.4 1.0845e+05     1785 22153838 22153838
22148216 35.13137 35.27587 35.57889  163.29 -333.61 -115.91   14.48   14.59 4.4986e+08 5.5821e+08 19.96620 2.02975 0.93360  7933.5 2.2531e+05     3004       -1       -1
22148236 35.24933 35.47016 35.47096  233.14 -319.82  -40.71    9.80   10.32 5.4662e+07 1.0661e+08 9.88873 0.84692 0.73440  499.91   29505      557 22153838 22153838
22148259 35.19312 35.48835 35.50556  108.60 -300.02  -45.26   10.40   11.74 8.6056e+07 2.2981e+08 11.50423 1.14986 0.52190  2184.7   87280      830 22153838 22153838
22148262 35.34232 35.53396 35.49608  272.26 -304.38  -33.43    8.67    8.88 2.3634e+07 5.7371e+07 7.47887 0.63845 0.57500  152.14   12301      260 22153838 22153838
22148264 35.12135 35.42267 35.68133  158.09 -366.42 -123.64   10.27   10.84 9.9479e+07 1.5484e+08 12.07324 1.71199 0.54850  1023.5   49976     1112 22153838 22153838
22148267 35.24216 35.50464 35.86058  225.40 -384.18 -122.87    9.67    8.83 7.5085e+07 8.2141e+07 10.99296 1.13944 0.97340  255.04   17986      471 22151073 22151073
22148275 35.11395 35.54965 35.71282  129.04 -407.38  -61.43    9.68    9.18 1.1934e+08 1.2489e+08 12.82817 0.69489 0.96020  677.44   36893      836 22153838 22153838
22148279 35.25427 35.48063 35.72963  204.93 -357.20 -104.41   10.15   10.15 5.7493e+07 8.7437e+07 10.05634 1.04928 0.61490  152.76   12338      404       -1       -1
22148287 35.07208 35.42653 35.89427  285.67 -307.51  -54.63   17.76   18.66 4.7e+08 7.615e+08 20.25915 2.20662 0.69460   21795 4.737e+05     4240       -1       -1
22148313 35.14120 35.34412 35.60725  324.09 -399.11  -46.07    8.39    8.79 5.8817e+07 9.0465e+07 10.13380 0.78534 0.65470  364.75   23400      648 22153838 22153838
22148323 35.14561 35.47937 35.57194  367.10 -332.40 -147.94    9.54   10.62 1.0439e+08 1.8911e+08 12.26901 2.52154 0.72110  1502.6   66279     1031 22153838 22153838
22148327 35.04711 35.44033 35.49144  532.75 -406.90  -98.04    9.48    9.60 9.5507e+07 1.1341e+08 11.91127 0.87887 0.88050     563   32199      837 22151621 22153838
22148335 35.33377 35.48846 35.68692  348.12 -298.02  -28.40    8.20    8.48 2.6662e+07 5.8249e+07 7.78451 0.67741 0.64140  156.64   12568      289       -1       -1
22148337 35.11219 35.43970 35.79813  362.53 -295.15 -103.45    8.83    9.21 4.9169e+07 7.1934e+07 9.54648 1.38639 0.66800   234.9   16930      465 22149850 22149850
22148339 35.07796 35.43875 35.62281  336.87 -321.61 -110.38    9.88   14.43 1.5873e+08 4.1056e+08 14.10704 1.34154 0.74770  6656.5 1.9803e+05     2254 22153838 22153838
22148352 35.03551 35.59394 35.40409  245.10 -327.49 -292.89   16.72   18.25 1.5958e+08 6.361e+08 14.13521 1.84509 0.41900   15429 3.6744e+05     1500 22153838 22153838
22148373 34.78861 35.58946 35.21526  229.31 -386.23  -97.09    8.53    8.80 4.1042e+07 4.6399e+07 8.98732 1.19642 0.78750  101.22  9115.5      442       -1       -1
22148380 34.93222 35.63544 35.38346  129.50 -397.51  -83.43    8.12    8.81 1.4944e+07 3.9277e+07 6.41831 0.51818 0.41900  73.503  7204.3      116 22153838 22153838
22148388 35.03984 35.77971 35.26758  285.90 -437.29   -4.44    9.20   10.47 1.2861e+07 3.8009e+07 6.10423 0.25008 0.17660  69.016  6878.2       73 22153838 22153838
22148393 34.90470 35.58788 35.30981  228.58 -396.45 -124.71   17.63   20.84 4.4704e+08 1.0717e+09 19.92535 1.98429 0.50860   42003 7.6735e+05     3790 22153838 22153838
22148401 34.98512 35.59781 35.43012  203.67 -367.55 -253.12   15.70   21.86 2.2014e+08 1.1407e+09 15.73380 1.94361 0.44560   47347 8.3797e+05     2942 22153838 22153838
22148422 34.84909 35.71244 35.15649  220.88 -360.40  -94.53   13.15   13.99 3.369e+08 1.1628e+09 18.12958 1.67986 0.77420   49131 8.6107e+05     3772       -1       -1
22148426 34.85180 35.69101 35.15132  243.73 -365.68  -71.45   12.64   13.36 2.9634e+08 5.4056e+08 17.37324 1.82791 0.66800   11288 2.9201e+05     3243       -1       -1
22148445 34.99809 35.71150 35.33832  268.52 -406.01  -47.53   10.16   13.14 4.7099e+07 2.7484e+08 9.40986 1.00082 0.52190  3080.2 1.1236e+05      670 22153589 22153838
22148459 35.11315 35.74754 35.01335  277.15 -304.38  -26.61   12.11   14.27 1.322e+08 3.7807e+08 13.27465 1.73748 0.68130  5682.1 1.7627e+05     1093       -1       -1
22148472 35.32315 35.53160 35.22191  226.41 -306.47  -37.64   12.49   12.98 1.5563e+08 2.8221e+08 14.01690 1.97674 0.65470  3240.8 1.1664e+05     1263       -1       -1
22148475 35.35806 35.68878 35.21098  232.28 -315.34  -53.39   10.58   11.02 1.078e+08 1.8385e+08 12.40141 1.70086 0.65470  1423.4   63691      870       -1       -1
22148489 35.15178 35.76246 35.38870  280.26 -260.07 -242.00    8.90    9.22 7.4141e+07 8.3216e+07 10.94648 1.30280 0.86720  310.71   20797      557 22153838 22153838
22148499 35.19288 35.63699 35.36361  143.30 -329.17 -109.00    8.53    8.92 3.3479e+07 5.5225e+07 8.39718 0.67152 0.62820   141.4   11656      293 22153838 22153838
22148502 35.29396 35.67092 35.39606  176.66 -314.15  -52.37    8.05    9.44 3.7831e+07   8e+07 8.74648 1.48231 0.64140  288.07   19671      290 22153838 22153838
22148520 35.28694 35.63682 35.44668  272.48 -433.04  -35.65   10.14   10.55 5.731e+07 1.2987e+08 10.04648 0.94226 0.53520  730.27   38988      512 22153838 22153838
22148521 35.29787 35.65125 35.40039  223.57 -368.31  -17.41    8.85    8.92 2.6662e+07 5.7588e+07 7.78451 0.69574 0.66800  153.25   12367      252 22153838 22153838
22148524 35.24213 35.72511 35.44601  246.83 -371.68  -42.46   10.09   11.70 4.8042e+07 1.8859e+08 9.47183 0.71968 0.47210  1494.7   66023      534 22153838 22153838
22148526 35.10033 35.92184 35.33004  269.13 -385.86  -49.80    9.44   12.22 1.5887e+07 7.1427e+07 6.55070 0.51097 0.20000  231.73   16762       95       -1       -1
22148559 34.98602 35.60643 35.44630  202.39 -431.25 -190.34    8.52    8.73 3.1014e+07 7.9366e+07 8.18732 0.72831 0.53520   283.7   19451      226 22151839 22153838
22148560 35.01057 35.67949 35.48519  189.54 -396.93 -189.50    8.01   11.28 2.0239e+07 1.037e+08 7.10141 0.90112 0.27620  474.08   28375      122 22148819 22153838
22148575 34.94496 35.60844 35.57468  314.03 -486.69    1.29    9.22   11.30 3.4803e+07 1.392e+08 8.50704 0.73705 0.43230  834.31   43000      204 22153838 22153838
22148607 34.92989 35.64301 35.42915  184.73 -520.01  114.73    9.43    9.57 6.8268e+07 7.9934e+07 10.64930 0.77732 0.90700  287.61   19648      829 22153838 22153838
22148609 34.88498 35.58749 35.48520  208.65 -540.41  -32.09   15.65   15.33 6.0761e+08 7.0531e+08 22.07042 3.82561 0.88050   18812 4.2511e+05     4546 22153838 22153838
22148613 34.94385 35.72806 35.46326  144.91 -509.82   18.08   11.26   10.49 2.7296e+08 2.9948e+08 16.90141 2.21543 0.93360  3632.4 1.2685e+05     1682 22153838 22153838
22148617 34.96832 35.82695 35.48474  141.27 -456.68    3.91   14.31   14.23 3.8282e+08 3.9126e+08 18.91972 2.00341 0.94690  6068.7 1.8501e+05     2401 22153838 22153838
22148620 34.78999 35.56480 35.66705  293.04 -365.04 -117.21   12.38   12.16 1.3296e+08 1.7577e+08 13.30000 1.06112 0.70780  1305.8   59778     1066       -1       -1
22148626 34.93150 35.66454 35.65780  253.76 -309.48 -165.48    9.91   10.49 3.6127e+07 1.0276e+08 8.61408 0.46373 0.43230  465.83   28012      388 22153476 22153838
22148632 34.86623 35.70311 35.72664  173.39 -425.10  -82.14   10.66   10.66 1.7634e+08 2.8268e+08 14.60986 0.83098 1.00000  1313.8   60048     1233       -1       -1
22148633 34.87178 35.70377 35.72349  173.45 -417.04  -86.51    8.96   10.46 6.2986e+07 9.9859e+07 10.36761 0.87160 0.36590  182.01   14035      459 22148632 22148632
22148638 35.04964 35.63929 35.46615  249.55 -406.97 -303.74    8.44    9.20 1.9296e+07 5.9197e+07 6.98873 0.65146 0.43230  161.58   12858      110 22153494 22153838
22148640 35.08635 35.56736 35.46774  173.13 -496.20 -119.21    8.01   10.63 1.9479e+07 8.3843e+07 7.01127 0.64600 0.36590  315.22   21019      111 22152212 22153838
22148643 35.07498 35.53658 35.50136  199.45 -434.01  -57.76   18.64   26.18 2.0141e+08 1.7944e+09 15.27465 1.08624 0.33930 1.1299e+05 1.5882e+06     1394 22153838 22153838
22148665 35.24423 35.64057 35.62182  241.70 -397.89 -180.57   14.95   14.73 3.1887e+08 3.1958e+08 17.80141 1.38350 0.97340  4114.8 1.3903e+05     1910 22153838 22153838
22148673 35.11644 35.65147 35.51498  322.83 -352.37 -118.41    8.60    9.35 3.8394e+07 8.4479e+07 8.79014 1.18785 0.58830  319.83   21244      471 22153838 22153838
22148678 35.28288 35.57582 35.46640  201.36 -392.15  -24.26    8.55    8.17 2.931e+07 5.5033e+07 8.03380 0.56693 0.48540  140.46   11599      173 22153838 22153838
22148682 35.07729 35.62285 35.48496  200.33 -526.10 -156.55   14.61   16.02 1.6479e+08 3.9845e+08 14.28451 1.50841 0.60160  6284.6 1.8983e+05     1478 22153494 22153838
22148692 35.16135 35.49687 35.53436  153.62 -262.52  -88.96    8.28    8.66 2.9507e+07 4.7157e+07 8.05211 0.60445 0.62820  104.41  9326.4      180 22153838 22153838
22148695 35.24350 35.55427 35.50396  174.73 -293.84  -75.51   35.63   40.26 5.1282e+09 1.0729e+10 44.93521 5.22559 0.66800 3.4961e+06 1.9693e+07    36236 22153838 22153838
22148697 35.33751 35.47961 35.52463  221.66 -301.89  -63.53   13.17   14.70 1.2899e+08 2.9887e+08 13.16620 1.14483 0.57500  3618.2 1.2648e+05     1071       -1       -1
22148699 35.43030 35.56925 35.59795  259.02 -303.15  -44.84    8.61    9.76 2.7803e+07 6.4052e+07 7.89437 0.71365 0.36590  187.97   14371      575       -1       -1
22148719 35.31678 35.57178 35.69520  208.34 -463.58  -60.55    9.17    9.17 7.8479e+07 7.8479e+07 11.15634 1.16037 1.00000  277.64   19145      470       -1       -1
22148721 35.35475 35.70113 35.61111  196.45 -397.33  -83.99    9.85    9.85 1.6507e+08 2.129e+08 14.29437 1.38367 1.00000  1157.4   54703     1230       -1       -1
22148726 35.36442 35.53785 35.60106  222.17 -409.60 -120.96   12.20   12.20 1.5901e+08 1.6099e+08 14.11831 0.71022 1.00000  1077.2   51891     1211       -1       -1
22148735 35.40733 35.55275 35.60219  205.20 -383.05  -96.39    8.22    8.05 3.8394e+07 4.2047e+07 8.79014 1.08248 0.84060  70.364  6976.8      247       -1       -1
22148738 35.41046 35.56604 35.56199  217.76 -380.18 -116.68   11.78   12.39 2.9634e+08 4.4238e+08 17.37324 3.37466 0.73440  3559.5 1.2497e+05     1716 22148740 22148740
22148740 35.40319 35.59265 35.56208  204.14 -383.82 -112.42   23.43   23.43 1.9394e+09 2.1887e+09 32.49577 2.89493 1.00000 1.3118e+05 1.7724e+06    12463       -1       -1
22148741 35.44830 35.58284 35.56918  237.61 -410.81 -132.60   13.04   12.85 2.8958e+08 2.9305e+08 17.23803 1.77448 0.94690  3405.2 1.2097e+05     1983       -1       -1
22148748 35.10208 35.91857 35.46542  246.81 -368.95  -53.06   17.69   19.97 4.1324e+08 1.3459e+09 19.40845 1.75952 0.65470   65052 1.0584e+06     4126       -1       -1
22148754 35.13115 35.63885 35.81137  223.72 -355.41 -120.30   11.71   11.71 1.6563e+08 1.7254e+08 14.31127 1.72174 1.00000    1165   54967      919       -1       -1
22148765 35.00998 35.82174 35.85536  204.72 -394.11  -45.98    8.27    9.11 2.062e+07 5.4465e+07 7.14507 0.80886 0.43230   21.33  2900.3      123 22148768 22148768
22148768 34.99547 35.81022 35.86646  178.08 -384.65  -48.37   35.87   35.87 6.3746e+09 6.3746e+09 48.31690 4.71961 1.00000 1.2879e+06 9.4818e+06    33794       -1       -1
22148772 35.00135 35.82518 35.86095  178.02 -354.08  -28.24    9.47   10.19 2.5338e+07 6.569e+07 7.65352 0.67142 0.43230  31.681  3879.7      175 22148768 22148768
22148790 34.87712 35.68281 35.43396  475.33 -474.96  -45.11    9.79    9.86 5.5042e+07 5.7751e+07 9.91127 0.89092 0.94690  154.08   12416      332 22153838 22153838
22148800 34.98247 35.60226 35.41985  389.92 -329.33 -271.16   11.44   12.79 6.3549e+07 1.5934e+08 10.39859 0.98213 0.30280  1081.5   52042      374 22148401 22153838
22148816 34.98932 35.75575 35.23526  409.63 -292.77   32.21   16.51   18.57 1.9662e+08 5.6943e+08 15.15352 0.96977 0.35260   12474 3.1427e+05     2002 22153838 22153838
22148819 35.00746 35.68215 35.48523  308.97 -416.31 -121.68   14.35   17.44 1.0534e+08 5.2253e+08 12.30563 1.20458 0.36590   10576 2.7835e+05      967 22153494 22153838
22148820 34.89322 35.55326 35.29675  367.03 -383.93   38.37    8.81    9.25 1.7592e+07 4.684e+07 6.77606 0.38766 0.23970  103.07  9238.2      221 22153838 22153838
22148823 34.94184 35.72160 35.35156  301.84 -399.78  -28.67    9.26   10.87 3.5746e+07 8.3653e+07 8.58310 1.01441 0.58830  313.85   20951      394 22153838 22153838
22148838 34.91533 35.53678 35.34898  355.27 -368.66  -46.34   11.27   11.84 6.2986e+07 1.5338e+08 10.36761 0.81361 0.53520  1005.2   49314     1446 22153838 22153838
22148848 35.02065 35.70020 35.28306  480.93 -303.67  -27.16   10.02   10.17 3.9338e+07 8.0563e+07 8.86197 0.97957 0.48540  291.97   19867      220 22153838 22153838
22148850 34.88277 35.61906 35.38663  505.94 -283.88  -23.58   13.29   14.97 9.5127e+07 2.5211e+08 11.89437 0.88918 0.36590  2609.9   99473      542 22153838 22153838
22148851 35.01978 35.57946 35.39049  478.60 -333.86   17.67    8.03   11.29 1.0969e+07 8.9329e+07 5.79014 0.46646 0.28950  356.01   22986       73 22153838 22153838
22148855 34.95187 35.67894 35.30894  334.74 -442.87  -50.86    8.07    8.30 1.7592e+07 5.223e+07 6.77606 0.68695 0.44560  127.05   10774      401 22153838 22153838
22148856 35.03218 35.96091 35.30308  303.27 -377.70  -13.26   14.57   14.99 1.0383e+08 1.2993e+08 12.24648 1.05354 0.70780  730.93   39014     2955       -1       -1
22148870 34.98030 35.77125 35.26537  353.21 -263.16 -125.87   11.38   13.61 4.9746e+07 1.7596e+08 9.58310 1.02955 0.36590  1308.5   59867      318 22153838 22153838
22148882 34.98739 35.59301 35.43539  576.13 -435.54  -43.39   13.49   15.19 7.4521e+07 7.2142e+08 10.96479 0.84422 0.39240   19646 4.3889e+05      520 22148401 22153838
22148920 35.08373 35.59071 35.44308  401.45 -322.13 -241.01   10.51   15.36 2.6282e+07 2.4437e+08 7.74789 0.52237 0.27620  2458.1   95185      154 22152212 22153838
22148922 35.10916 35.68111 35.42261  390.54 -268.02 -212.97    9.56   11.11 1.9479e+07 7.9178e+07 7.01127 0.71250 0.39240  282.41   19387      109 22153838 22153838
22148934 35.15371 35.64587 35.20763  461.53 -354.45 -113.17   11.83   11.47 1.493e+08 1.7e+08 13.82113 1.49402 0.82740  1224.7   57024     1117 22153838 22153838
22148946 35.05422 35.65060 35.32637  277.15 -487.10   71.49    9.24   10.92 2.1944e+07 9.1855e+07 7.29437 0.56199 0.36590  375.59   23909      226 22153838 22153838
22148947 35.09491 35.69923 35.29737  285.67 -481.49   42.05   23.78   28.36 4.9831e+08 1.5432e+09 20.65915 1.66407 0.40570   84589 1.2838e+06     3795 22153838 22153838
22148949 34.98908 35.79343 35.35512  422.49 -305.19 -101.51   10.02    8.47 3.8014e+07 9.6897e+07 8.76197 0.98126 0.37920  416.17   25783      937 22153838 22153838
22148958 35.14863 35.71249 35.04305  360.04 -324.24 -103.63   14.87   16.46 1.7648e+08 4.4535e+08 14.61549 1.23206 0.45880  7781.6 2.2213e+05     5406       -1       -1
22148960 35.17616 35.70749 35.08868  353.47 -324.05  -99.84    8.54    9.00 2.3268e+07 5.4089e+07 7.43803 0.73549 0.48540  135.87   11319      314       -1       -1
22148973 35.07829 35.73906 35.24439  401.36 -320.66 -165.98   11.77   14.72 9.8155e+07 2.7141e+08 12.01972 1.03431 0.31610  3006.9 1.1039e+05     1111 22153838 22153838
22148974 35.13282 35.77473 35.32578  435.17 -274.51  -41.48   14.06   15.27 8.738e+07 2.3901e+08 11.56197 0.57623 0.32930  2355.8   92255      552 22153838 22153838
22148975 35.17626 35.72060 35.21984  425.35 -327.34  -32.93   10.61   17.23 2.3831e+07 1.2671e+08 7.49859 0.47683 0.13680  696.59   37657      362 22153838 22153838
22148977 35.10377 35.59712 35.41173  401.74 -359.32 -129.06   11.04   21.27 2.4014e+07 5.2568e+08 7.51831 0.41378 0.27620   10699 2.8072e+05      149 22153838 22153838
22148988 35.12489 35.65585 35.35729  249.24 -348.98 -122.21    8.49    8.79 2.4958e+07 6.6385e+07 7.61549 0.67664 0.54850  201.34   15116      256 22153838 22153838
