# 
# ID	X(Mpc)	Y(Mpc)	Z(Mpc)	Vx(km/s)	Vy(km/s)	Vz(km/s)	Vmax(km/s)	Vpeak(km/s)	Mvir(Msun)	Mpeak(Msun)	Rvir(kpc)	Rmax(kpc)	apeak	Mstar_preferred(Msun)	Mstar_Behroozi2013(Msun)	npart	PID	UpID
# 
24783523 36.83069 35.58590 34.44924  -50.49   45.35   26.45   12.02   12.02 3.3986e+08 3.3986e+08 18.18451 1.74007 1.00000  4630.8 1.5165e+05     1948       -1       -1
24881671 35.34594 34.25949 36.18625   39.76   71.11  -35.87   12.98   12.98 3.3944e+08 3.4033e+08 18.17746 2.23446 1.00000  4619.7 1.5138e+05     1851       -1       -1
24928455 33.24446 35.22530 35.41249   90.88  -31.69   80.46   13.28   13.28 3.3944e+08 3.4362e+08 18.17746 2.52365 1.00000  4619.7 1.5138e+05     1934       -1       -1
24700144 34.77103 35.34451 35.11517   32.63   21.26   48.57   15.55   16.98 3.3873e+08 5.6607e+08 18.16338 1.77293 0.74770   12333 3.1165e+05     2837       -1       -1
24829188 34.96458 35.73001 35.53304  -60.07  -41.06  -20.74   12.34   12.34 3.3662e+08 4.4123e+08 18.12676 3.30320 1.00000  4546.4 1.4961e+05     1964       -1       -1
24706484 35.00849 35.28039 35.00956   44.36  161.07  177.17   15.17   14.03 3.3592e+08 5.2569e+08 18.11268 1.65011 0.61490   10699 2.8073e+05     2807 24706808 24706808
24831956 34.55694 36.42541 34.02769   71.80  104.12  145.80   12.50   12.50 3.3592e+08 3.3592e+08 18.11268 3.22195 1.00000  4528.1 1.4917e+05     1830       -1       -1
24701504 35.17752 34.84194 34.95525    2.23  111.31  -51.87   13.70   13.61 3.3507e+08 5.3434e+08 18.10000 2.27827 0.70780   11040 2.8727e+05     2228       -1       -1
24780812 35.89634 35.61128 35.05327  -53.85  149.82  163.68   11.89   11.89 3.3268e+08 3.3408e+08 18.05493 3.14391 1.00000  4444.7 1.4714e+05     2301       -1       -1
24702524 35.12034 35.25542 35.20037  176.79   85.64  -93.88   22.13   26.21 3.3155e+08 1.2327e+09 18.03380 1.53767 0.26290   54955 9.3499e+05     3650 24706808 24706808
24705268 35.27875 35.17156 35.26024  107.89  191.76  280.71   18.50   20.54 3.2958e+08 6.804e+08 18.00000 2.44883 0.44560   17558 4.0408e+05     1955 24706808 24706808
24699604 35.07414 35.51817 35.33892  195.25  -66.04   85.75   15.25   15.63 3.2944e+08 3.9892e+08 17.99718 1.88222 0.53520  6298.8 1.9015e+05     2487 24706808 24706808
24703901 35.45828 35.41815 35.27793  -13.18 -185.78  -19.31   14.32   14.47 3.2944e+08 3.7704e+08 17.99718 2.54982 0.66800  5652.2 1.7559e+05     3095 24706808 24706808
24831719 34.64100 35.38685 34.91807   30.52  129.31   83.89   12.21   12.69 3.293e+08 4.0898e+08 17.99296 2.74788 0.77420  6607.4 1.9695e+05     2017       -1       -1
24732963 35.73549 36.19217 34.10213  -62.86  -33.64  -79.27   18.04   23.28 3.2648e+08 1.9068e+09 17.94085 1.96370 0.49870  4287.1 1.4329e+05     1901 24734379 24734379
24787420 35.90899 35.79555 34.14831   32.64  -22.59   -0.04   14.76   14.76 3.2493e+08 3.4857e+08 17.91408 1.88463 1.00000  4248.1 1.4233e+05     1918       -1       -1
24832230 34.29796 35.75211 33.91639  118.62  -58.21    2.74   11.80   11.80 3.2394e+08 3.2913e+08 17.89577 1.78307 1.00000  4223.4 1.4172e+05     1561       -1       -1
24706152 35.31370 35.28494 35.32686  -39.88  216.49   -5.35   16.86   19.23 3.2366e+08 9.4343e+08 17.88873 2.15653 0.39240   32885 6.4098e+05     1829 24706153 24706808
24832179 34.69030 35.92485 33.63045  121.73  -31.71   37.96   14.05   15.09 3.2366e+08 5.2864e+08 17.88873 1.67633 0.58830  4216.3 1.4155e+05     2374       -1       -1
24829442 34.84473 35.47665 35.39749  -21.15  -64.28 -104.99   14.02   14.02 3.2268e+08 3.2343e+08 17.87183 1.48903 1.00000  4191.7 1.4094e+05     2346       -1       -1
24787542 35.74417 35.30706 34.32613  119.58  -61.94   39.04   14.49   14.49 3.2183e+08 3.2296e+08 17.85775 1.39937 1.00000  4170.6 1.4042e+05     1818       -1       -1
24833421 33.52256 35.89642 34.33803  106.82  -73.02  -23.16   12.74   12.74 3.2169e+08 3.2169e+08 17.85493 2.11873 1.00000  4167.1 1.4033e+05     1870       -1       -1
24829439 34.78556 35.50539 35.41755  -29.40  -73.53  -47.65   13.94   13.94 3.2127e+08 3.2169e+08 17.84789 1.21772 1.00000  4156.6 1.4007e+05     2616       -1       -1
24705272 35.29838 35.30818 35.39287   96.44   46.80  216.36   16.91   21.63 3.2113e+08 9.5986e+08 17.84366 1.72428 0.56180   33993 6.568e+05     3506 24706808 24706808
24905127 35.75756 34.30593 35.61275   27.86   -3.15  -81.03   10.34   10.34 3.2099e+08 3.2197e+08 17.84085 2.03335 1.00000  4149.6 1.399e+05     1677       -1       -1
24780737 35.93065 35.90721 34.64569   -9.95  -58.75 -109.18   12.11   12.11 3.2056e+08 3.2391e+08 17.83380 1.50340 1.00000  4139.2 1.3964e+05     2042       -1       -1
24780683 36.03266 35.96830 34.68339   34.67  -80.31 -108.29   10.47   10.47 3.2042e+08 3.2042e+08 17.82958 2.93238 1.00000  4135.7 1.3955e+05     2142       -1       -1
24831554 34.87034 35.28234 34.84225   21.86  180.75   92.17   12.24   12.62 3.1986e+08 4.3085e+08 17.81972 3.47300 0.73440  4121.7 1.392e+05     2251       -1       -1
24788197 35.42986 35.46513 34.26493  142.14  -78.55   24.35   10.27   10.27 3.169e+08 3.1967e+08 17.76620 3.16335 1.00000  4048.9 1.3739e+05     1701       -1       -1
24907210 34.90345 34.71069 34.55285  135.84   -7.42  135.91   14.83   15.35 3.169e+08 4.9629e+08 17.76620 1.25401 0.68130  4048.9 1.3739e+05     1894       -1       -1
24784812 36.04345 36.23024 34.50852    3.08   43.77   67.34   15.22   15.17 3.1634e+08 3.8352e+08 17.75634 2.01603 0.66800    4035 1.3704e+05     1781       -1       -1
24830100 33.87842 35.55628 35.95856   78.71    8.25   12.69   12.34   12.34 3.1493e+08 3.9671e+08 17.72817 2.34098 1.00000  4000.6 1.3618e+05     1843       -1       -1
24906166 35.33576 34.56828 35.48735   68.04   14.25 -146.43   11.18   11.18 3.1493e+08 3.5033e+08 17.72817 1.94037 1.00000  4000.6 1.3618e+05     1769       -1       -1
24785569 35.25456 36.22001 34.39245  -14.28   82.80   13.80   15.01   15.20 3.1465e+08 3.3015e+08 17.72394 1.83889 0.68130  3993.8 1.3601e+05     1712       -1       -1
24829152 35.06596 35.64561 35.67894  -71.48   -1.59  -53.00   12.65   12.65 3.1352e+08 3.1465e+08 17.70282 2.00191 1.00000  3966.3 1.3532e+05     1873       -1       -1
24927581 33.70993 34.78385 36.09151   56.65   -8.46   29.17   14.39   14.39 3.1169e+08 3.1225e+08 17.66761 1.72512 1.00000    3922 1.3421e+05     1688       -1       -1
24880283 35.89876 34.77841 35.85359  -48.96  105.15   26.49   12.20   12.20 3.0887e+08 3.1519e+08 17.61268 2.38428 1.00000  3854.2 1.325e+05     1882       -1       -1
24780612 35.76841 35.80277 35.13376   37.51 -109.38 -103.05   11.34   11.34 3.0803e+08 3.0822e+08 17.59859 2.13262 1.00000    3834 1.3199e+05     1832       -1       -1
24700761 35.21194 35.31315 35.26707  179.65   70.77 -133.22   20.86   22.69 3.0676e+08 7.5039e+08 17.57324 1.91452 0.30280   21189 4.6397e+05     1783 24706808 24706808
24702475 35.35624 35.24969 35.04859   65.75 -175.83  125.74   15.31   16.10 3.0549e+08 4.9892e+08 17.54789 2.33471 0.54850  9677.9 2.6076e+05     1877 24706808 24706808
24778739 35.54659 36.99532 34.60425   12.70  105.77   -9.35   17.28   20.59 3.0521e+08 1.1736e+09 17.54507 1.69759 0.56180    3767 1.3029e+05     1937 24778738 24778738
24906977 34.91163 34.80196 34.96254   25.21   53.86  176.43   14.92   14.92 3.0408e+08 3.1296e+08 17.52254 1.52299 1.00000  3740.3 1.2961e+05     1736       -1       -1
24779146 35.82601 35.95900 35.45166  -61.80  111.49  103.17   12.54   12.90 3.0352e+08 3.5244e+08 17.51268 2.44349 0.98670    3727 1.2927e+05     1981 24779147 24779147
24745146 36.47215 34.98161 35.33144  -97.40   21.32   12.31   17.95   19.33 3.0282e+08 6.6103e+08 17.49718 1.58796 0.43230  3710.4 1.2885e+05     1649       -1       -1
24703293 35.77885 34.93454 35.47138 -106.53   88.12   27.02   16.62   17.81 3.007e+08 5.2807e+08 17.45775 2.01786 0.58830  3660.9 1.2758e+05     1711 24703280 24703280
24703784 35.33049 35.13923 35.43368  180.97  109.08  174.45   13.71   14.92 3.007e+08 3.7554e+08 17.45775 2.17357 0.84060  5609.1 1.746e+05     2111 24706808 24706808
24906230 35.15442 34.60485 35.54252    9.25   72.80  114.69   15.09   16.44 2.9944e+08 5.4019e+08 17.43099 2.10444 0.58830  3631.3 1.2682e+05     1727       -1       -1
24704531 35.37690 35.22661 35.28562   -5.29 -109.25   16.73   20.15   23.40 2.9915e+08 7.6737e+08 17.42817 1.93374 0.33930   22119 4.7887e+05     2755 24706808 24706808
24881038 34.54014 34.81470 36.61204   75.87  -62.65  -69.41   12.25   12.25 2.9901e+08 2.9901e+08 17.42394 1.89062 1.00000  3621.5 1.2657e+05     1757       -1       -1
24778667 35.93999 36.36280 34.90682  -20.30  165.90  102.28   12.55   12.55 2.9859e+08 2.9883e+08 17.41690 1.58147 1.00000  3611.7 1.2632e+05     1779       -1       -1
24880587 36.03925 34.30172 36.38548  -44.83   67.02   10.45   13.59   13.59 2.9775e+08 2.9775e+08 17.39859 1.74539 1.00000  3592.1 1.2581e+05     1760       -1       -1
24906406 35.08273 34.74973 35.31793  118.27  175.58  -50.10   14.38   14.38 2.9775e+08 3.0235e+08 17.39859 1.70822 1.00000  3592.1 1.2581e+05     1710       -1       -1
24702426 35.32248 35.36596 34.80689  147.40  -11.26   16.26   16.00   16.15 2.9746e+08 5.6084e+08 17.39437 1.37575 0.72110   12115 3.0759e+05     3704       -1       -1
24904854 35.67444 35.24770 35.47151   97.45  -64.35 -119.32   13.81   13.81 2.9746e+08 3.0789e+08 17.39437 1.15991 1.00000  3585.5 1.2564e+05     1723       -1       -1
24733535 36.03318 36.01486 34.24331  -45.92   67.44  -16.07   18.38   21.98 2.9507e+08 2.0464e+09 17.34648 1.97065 0.47210  3530.3 1.2422e+05     3486 24734161 24734160
24707184 35.30328 35.39483 35.28075   58.30    8.41   98.02   20.06   23.77 2.9423e+08 9.0193e+08 17.33239 1.34031 0.32930   30163 6.0154e+05     5404 24706808 24706808
24780348 35.49861 35.28380 35.59173    9.90 -132.29  -37.18   12.91   12.87 2.9366e+08 2.9437e+08 17.32113 1.39981 0.69460    3498 1.2338e+05     1787       -1       -1
24705142 35.08968 35.21693 35.25745    2.69  -92.76  -79.58   19.41   25.78 2.9352e+08 1.3397e+09 17.31690 1.97873 0.31610   64478 1.0515e+06     5339 24706808 24706808
24883510 35.45458 33.49342 35.78582    5.33   22.88  -41.45   12.99   13.94 2.931e+08 6.8056e+08 17.30986 1.64946 0.66800  3485.2 1.2305e+05     1866 24883511 24883511
24704442 35.36331 35.05920 35.19024  -14.33   -1.72  -76.61   18.74   22.52 2.9296e+08 9.3906e+08 17.30563 1.40906 0.39240   32593 6.368e+05     2146 24706808 24706808
24784901 35.68669 36.22437 34.53156   80.89   28.43   41.72   12.36   12.25 2.9225e+08 3.6299e+08 17.29155 2.27327 0.80080  3465.9 1.2255e+05     2030       -1       -1
24785312 35.51104 36.68846 34.46752    0.21  -20.90  -40.81   11.68   12.38 2.9169e+08 3.3906e+08 17.28028 3.31880 0.81410  3453.1 1.2221e+05     1906       -1       -1
24779545 35.79166 35.26362 35.59372  -56.72   11.55  -71.44   12.81   12.81 2.9014e+08 3.7266e+08 17.24930 2.34429 1.00000    3418 1.213e+05     1600       -1       -1
24733436 36.07173 35.85748 34.15807    1.75   30.74   95.86   16.58   17.92 2.893e+08 4.5668e+08 17.23521 1.89043 0.48540  3398.9 1.208e+05     2463       -1       -1
24733511 36.03331 35.95811 34.20545   14.65   29.83  107.10   15.06   16.31 2.8915e+08 5.535e+08 17.23099 2.29125 0.53520  3395.7 1.2072e+05     2248 24734160 24734160
24779845 35.26180 36.03504 35.62266  -76.11   35.36   47.98   11.62   11.62 2.8817e+08 2.8869e+08 17.21268 1.96321 1.00000  3373.5 1.2014e+05     1602       -1       -1
24705240 35.23242 35.33524 35.12155  172.29   75.68  -14.94   20.43   30.33 2.8789e+08 3.1507e+09 17.20423 1.46950 0.30280 3.33e+05 3.514e+06     3058 24706808 24706808
24906242 35.06583 34.69554 35.45210  110.14  149.58  -54.90   13.30   13.30 2.8592e+08 3.1703e+08 17.16761 1.48585 1.00000    3323 1.1881e+05     1710       -1       -1
24705236 35.29332 35.30911 35.10797  144.31   42.24   29.43   20.90   27.02 2.8521e+08 1.1158e+09 17.15211 1.42028 0.23970   45389 8.1235e+05     3050 24706808 24706808
24751999 35.58187 36.68923 34.84132   27.21   82.20   27.28   15.77   16.93 2.8479e+08 4.3193e+08 17.14366 1.19746 0.39240  3297.9 1.1815e+05     1655       -1       -1
24785430 35.15614 36.89077 34.12470  106.62   91.43  122.42   11.62   11.62 2.8338e+08 2.8338e+08 17.11408 1.58425 1.00000  3266.7 1.1733e+05     1609       -1       -1
24704667 35.06492 34.84304 35.05901  184.04  105.36  -54.61   14.49   14.49 2.8254e+08 3.1815e+08 17.09859 2.03045 1.00000    3248 1.1683e+05     2770       -1       -1
24780961 35.85213 35.57893 34.99315  -23.61  -87.12  -95.14   10.73   10.73 2.8211e+08 2.8329e+08 17.09155 3.83177 1.00000  3238.7 1.1659e+05     1630       -1       -1
24783594 36.28128 35.97725 34.40515   -4.10   63.73   67.68   13.65   14.68 2.8099e+08 4.008e+08 17.06761 2.50908 0.62820  3213.9 1.1593e+05     1919 24783593 24783593
24782003 36.33997 36.45459 34.43246    6.04  -46.29 -119.39   12.40   12.40 2.7986e+08 2.7986e+08 17.04507 1.53357 1.00000  3189.2 1.1527e+05     1725       -1       -1
24784979 35.67607 36.33020 34.47100   59.58   53.46    6.83   16.90   16.82 2.793e+08 4.3947e+08 17.03380 1.77768 0.90700  3176.9 1.1495e+05     1869 24784978 24784978
24833279 34.13845 35.39156 34.14756  100.92   -9.50   84.25   13.00   13.00 2.7915e+08 2.7915e+08 17.02958 1.32335 1.00000  3173.8 1.1486e+05     1563       -1       -1
24699977 34.83597 35.32192 35.04448   53.64   90.07  -34.43   16.69   17.58 2.7859e+08 4.6897e+08 17.01831 1.71458 0.76100  8593.2 2.3894e+05     2234       -1       -1
24906807 34.33469 34.32106 35.57546   96.41    7.82    2.11   13.14   13.14 2.7704e+08 2.7723e+08 16.98732 1.96604 1.00000  3127.9 1.1364e+05     1491       -1       -1
24704291 35.51420 35.13985 35.26649    7.88  117.73   19.74   17.77   19.60 2.769e+08 8.27e+08 16.98310 1.36787 0.47210   25536 5.3222e+05     4035 24706808 24706808
24782098 36.25869 36.65941 34.27523    6.32  -43.85 -130.26   13.87   13.87 2.7662e+08 2.7662e+08 16.97887 1.41196 1.00000  3118.7 1.1339e+05     1549       -1       -1
24734848 35.96724 36.56499 33.89511   87.07   -9.46   95.74   13.86   13.61 2.7577e+08 3.2108e+08 16.96056 1.48949 0.92030  3100.4 1.129e+05     1699 24734997 24734997
24704043 35.57456 35.38934 35.27562  -35.59 -132.53    7.72   14.61   17.21 2.7493e+08 5.0498e+08 16.94507 2.36550 0.43230  3082.2 1.1242e+05     1986       -1       -1
24906259 35.11486 34.44335 35.61163   70.72  112.00  -33.82   16.48   16.48 2.7423e+08 2.8094e+08 16.92958 1.66604 1.00000  3067.1 1.1201e+05     1479       -1       -1
24777562 36.67151 35.90265 35.75482    8.12  -37.77  -73.40   11.54   11.54 2.7408e+08 2.7408e+08 16.92535 1.89950 1.00000  3064.1 1.1193e+05     1566       -1       -1
24788202 35.44314 35.47368 34.15745  -28.25   -9.00  -33.97   11.92   11.92 2.7408e+08 2.8305e+08 16.92535 1.70658 1.00000  3064.1 1.1193e+05     1647       -1       -1
24777804 36.93763 35.95214 34.73335  -36.49  120.98  102.48   12.94   12.94 2.7324e+08 2.7324e+08 16.90986 1.38057 1.00000  3045.9 1.1144e+05     1357       -1       -1
24778728 35.58177 37.01003 34.53268  -37.42  118.38   31.18   13.13   13.13 2.7324e+08 2.7324e+08 16.90986 1.30800 1.00000  3045.9 1.1144e+05     2092       -1       -1
24704022 35.45942 35.29868 35.28872  -51.92  -30.21  122.70   17.03   18.11 2.7268e+08 4.6052e+08 16.89718 1.80121 0.41900  8298.3 2.3288e+05     1690 24706808 24706808
24706505 35.13027 35.41935 34.84115  108.31  117.65  115.79   14.93   15.00 2.7127e+08 3.3117e+08 16.86620 1.48468 0.64140  4406.2 1.4621e+05     2351       -1       -1
24733350 36.12097 35.94676 34.10500   25.05   74.64  -69.08   13.73   13.72 2.7085e+08 2.9681e+08 16.85915 2.28813 0.88050  2994.9 1.1007e+05     1736       -1       -1
24905192 35.47125 34.67613 35.25600   -3.37   28.85  169.35   12.85   12.85 2.7042e+08 2.7432e+08 16.85070 1.84381 1.00000  2985.9 1.0982e+05     1721       -1       -1
24747918 33.94463 35.30045 35.12639   57.70  -21.85   92.00   16.16   17.43 2.7014e+08 5.4333e+08 16.84366 1.81588 0.57500    2980 1.0966e+05     1658 24747935 24747935
24734303 35.77670 36.26407 34.21865   56.81   15.71  -70.28   14.79   13.93 2.6972e+08 6.4038e+08 16.83521 1.78182 0.33930    2971 1.0942e+05     1490       -1       -1
24833384 33.92945 35.49608 33.72113   93.54  -16.74   53.09    9.45    9.45 2.6803e+08 2.9587e+08 16.80000 4.70266 1.00000  2935.4 1.0845e+05     1717       -1       -1
24733138 35.78575 36.05883 34.06663  -11.44  106.51   92.00   15.32   17.23 2.6718e+08 7.2737e+08 16.78451 1.76838 0.50860  2917.6 1.0797e+05     3157 24734379 24734379
24778600 35.88256 36.51679 34.91280  -44.86  145.35   80.97   12.94   12.94 2.6704e+08 3.3207e+08 16.78028 1.84045 1.00000  2914.7 1.0789e+05     1711       -1       -1
24879713 36.52672 34.58887 36.26032    1.42  102.42  153.49   12.72   12.81 2.6662e+08 2.9901e+08 16.77183 2.22260 0.80080  2905.8 1.0765e+05     1631 24879740 24879740
24879851 36.30708 34.99432 36.38706   10.07   53.85  -34.11   11.17   11.17 2.6606e+08 2.6962e+08 16.76056 2.77783 1.00000  2894.1 1.0733e+05     1695       -1       -1
24881466 35.51023 34.62211 35.75203   46.92  103.24  -51.42   12.91   12.91 2.6577e+08 2.7789e+08 16.75211 1.49294 1.00000  2888.2 1.0717e+05     1502       -1       -1
24905706 35.66976 33.83414 35.50113   42.03   31.30  -55.73   11.45   11.45 2.6535e+08 2.6718e+08 16.74366 2.21519 1.00000  2879.4 1.0693e+05     1575       -1       -1
24878672 35.81779 34.94418 37.00062  -18.92   40.29   37.58   11.66   11.66 2.6437e+08 2.6537e+08 16.72394 3.35240 1.00000  2858.9 1.0637e+05     1546       -1       -1
24705995 35.27506 35.02337 34.97328  -48.29   22.48  123.79   15.86   17.35 2.6394e+08 6.3066e+08 16.71690 1.56877 0.40570   15176 3.6301e+05     5706 24706808 24706808
24784724 35.71466 36.66976 34.27897  -18.02  -19.14  -72.80   12.67   12.67 2.638e+08 2.638e+08 16.71268 2.05589 1.00000  2847.2 1.0605e+05     1605       -1       -1
24908188 35.24554 35.12049 34.37928  144.12  -61.31   81.55   12.51   12.51 2.638e+08 2.638e+08 16.71268 1.79436 1.00000  2847.2 1.0605e+05     1538       -1       -1
24830094 34.19585 35.34480 35.85382   95.17  104.81  118.56   12.03   12.03 2.6366e+08 2.6366e+08 16.70845 2.05040 1.00000  2844.3 1.0597e+05     1537       -1       -1
24702623 35.40194 35.21865 35.10927  113.57  166.70    2.94   17.09   20.80 2.6338e+08 9.2404e+08 16.70423 1.50949 0.31610   31599 6.2246e+05     2717 24706808 24706808
24904945 35.78546 35.12637 35.25939  -60.27   28.42  128.84   12.81   12.81 2.631e+08 2.7121e+08 16.69577 2.64704 1.00000  2832.6 1.0565e+05     1464       -1       -1
24883374 35.59786 33.71561 36.25237   50.94  -28.49  -68.31   12.02   12.02 2.6282e+08 2.6282e+08 16.69296 1.74962 1.00000  2826.8 1.0549e+05     1587       -1       -1
24905231 35.46997 34.62968 35.07473   10.46  -17.74  155.99   11.50   11.50 2.6268e+08 3.8443e+08 16.68873 2.08955 1.00000  2823.9 1.0541e+05     1838       -1       -1
24703004 35.58482 34.85996 35.54183  -72.92  113.41  -42.07   14.21   15.37 2.6254e+08 3.8744e+08 16.68451 1.66404 0.41900    2821 1.0533e+05     1559       -1       -1
24905537 35.44417 34.48827 34.82125   -4.86  116.93  -70.28   10.61   10.61 2.6197e+08 3.6557e+08 16.67183 3.14098 1.00000  2809.4 1.0501e+05     1623       -1       -1
24704401 35.26965 35.30255 35.29601  148.43 -215.38  -20.13   16.11   17.92 2.6155e+08 7.3038e+08 16.66479 1.82946 0.43230   20117 4.466e+05     2012 24706808 24706808
24833303 34.14597 35.75783 33.71344   99.08    1.39   73.37   13.13   13.13 2.6155e+08 2.6155e+08 16.66479 2.26515 1.00000  2800.7 1.0477e+05     1541 24833300 24833300
24699067 35.09303 35.23056 35.16051  255.92  -68.37  217.85   17.78   20.78 2.6099e+08 6.4549e+08 16.65211 1.26094 0.37920   15869 3.7512e+05     1508 24706808 24706808
24780822 35.85815 35.57158 35.09142  -10.61  -41.14   53.09   13.44   13.44 2.6042e+08 2.6451e+08 16.63944 1.63547 1.00000  2777.5 1.0413e+05     1434       -1       -1
24702763 35.31468 35.02489 35.43001 -130.42  -34.27  -57.27   11.61   11.69 2.6028e+08 2.746e+08 16.63662 0.97774 0.93360  3075.2 1.1223e+05     1768 24706808 24706808
24831982 34.47023 36.09169 34.34785  112.49   -7.61   80.37   12.51   12.51 2.5859e+08 2.6925e+08 16.60000 2.20817 1.00000  2740.2 1.031e+05     1541       -1       -1
24831308 34.51580 36.62952 34.77604   96.88   38.35  108.54   12.16   12.16 2.5775e+08 2.5775e+08 16.58310 2.03961 1.00000    2723 1.0263e+05     1504       -1       -1
24733452 36.03180 36.03970 34.13297  -99.46   43.23   97.65   16.86   18.46 2.5718e+08 6.5788e+08 16.57183 2.10781 0.35260  2711.6 1.0231e+05     1491 24734161 24734160
24880456 36.46331 34.45545 36.18346  -15.40  137.81  129.26   13.39   13.39 2.5718e+08 2.5718e+08 16.57183 1.55155 1.00000  2711.6 1.0231e+05     1484       -1       -1
24733155 35.81756 36.06575 34.29463  -14.74   53.99   71.12   12.83   13.15 2.5606e+08 3.4381e+08 16.54648 2.32600 0.70780  2688.8 1.0168e+05     2356       -1       -1
24881231 35.61193 35.06269 35.99073  108.79  -90.18   19.86   12.99   12.99 2.5606e+08 2.684e+08 16.54648 1.34013 1.00000  2688.8 1.0168e+05     1556       -1       -1
24943396 33.59921 34.79828 34.25231   86.02  -18.77   72.02   12.81   12.81 2.5563e+08 2.561e+08 16.53944 1.04089 1.00000  2680.3 1.0144e+05     1424       -1       -1
24733741 36.15593 36.16696 34.26952  -56.45   92.18   77.41   13.42   13.42 2.5366e+08 2.7576e+08 16.49437 2.36365 1.00000  2640.8 1.0034e+05     1819       -1       -1
24707028 35.24904 35.09225 35.35899   82.24 -163.94  -47.54   15.47   16.36 2.5324e+08 5.1029e+08 16.48592 1.94303 0.52190   10106 2.6919e+05     3092 24706808 24706808
24701739 35.28656 34.92246 34.83421  193.88  -62.05  145.97   12.01   12.01 2.5282e+08 2.6061e+08 16.47746 1.36514 1.00000  2623.9   99865     2016       -1       -1
24702556 35.39410 35.36596 35.08286  179.69   73.40   99.02   15.91   16.62 2.5254e+08 4.2909e+08 16.46901 1.60279 0.49870  7245.2 2.1076e+05     2524 24706808 24706808
24704072 35.29866 35.59783 35.50037   35.43  -65.39   22.36   16.45   17.61 2.5113e+08 4.0888e+08 16.44085 1.76974 0.61490  6604.2 1.9688e+05     1900       -1       -1
24778828 35.40108 36.81535 34.97734   30.17   77.44   28.25   12.44   12.44 2.5099e+08 3.7824e+08 16.43662 2.55481 1.00000  2587.5   98846     1503       -1       -1
24780511 35.97134 36.01793 35.09732   67.73  -69.15   11.39   13.04   13.04 2.5042e+08 2.7842e+08 16.42394 1.91916 1.00000  2576.4   98533     1431       -1       -1
24702725 35.21546 35.12085 35.22032 -123.44  116.26   23.05   20.77   46.26 2.5e+08 7.7394e+09 16.41549 1.31651 0.31610 1.8688e+06 1.2455e+07     2131 24706362 24706808
24703184 35.38332 35.00923 35.14306   74.05   10.14  141.14   17.49   18.38 2.493e+08 4.8167e+08 16.39859 1.57191 0.48540  9045.5 2.4812e+05     3533 24706808 24706808
24787314 35.91897 35.80296 34.48310    5.77  -32.10   30.17   12.98   12.98 2.4901e+08 2.974e+08 16.39437 1.39459 1.00000  2548.6   97751     1545       -1       -1
24832213 34.25035 35.86639 34.15155  108.31  -70.75   -5.14    9.17    9.17 2.4887e+08 2.4887e+08 16.39014 8.98263 1.00000  2545.9   97673     1369 24832214 24832214
24705284 35.28200 35.39656 35.23392   43.28  130.57   78.85   21.35   26.56 2.4775e+08 1.249e+09 16.36620 1.19020 0.25000   56358 9.5248e+05     3562 24706808 24706808
24700517 34.89515 35.18744 35.43790   73.88   27.83 -180.79   12.24   12.24 2.4732e+08 3.8351e+08 16.35775 1.23750 1.00000  2515.5   96816     1549       -1       -1
24698035 35.21321 35.26862 35.23487 -319.27  -49.24  -12.61   17.54   20.28 2.4704e+08 7.1752e+08 16.34930 1.89652 0.41900   19443 4.3554e+05     1444 24706808 24706808
24698085 35.04887 35.66066 35.23990  -37.39 -122.51  -37.58   12.53   12.53 2.4704e+08 2.5124e+08 16.34930 1.83337 1.00000    2510   96660     1485       -1       -1
24703301 35.62542 34.95577 35.50201 -155.57   77.10  -18.60   16.54   20.05 2.4676e+08 6.1207e+08 16.34507 1.93342 0.54850  2504.5   96504     1678 24703280 24703280
24788132 35.39017 35.64723 34.55831  -12.56  -39.45   73.58   15.26   14.93 2.4592e+08 3.2831e+08 16.32394 1.58934 0.56180  2488.1   96038     1348       -1       -1
24700727 35.12759 35.32985 35.26797  142.01   65.65 -136.90   18.78   19.70 2.4535e+08 7.7498e+08 16.31127 1.54035 0.41900   22542 4.8558e+05     1359 24706808 24706808
24700138 34.74308 35.29623 35.17504   62.78   11.49   59.53   13.95   15.23 2.4507e+08 4.862e+08 16.30704 1.72566 0.72110  9209.5 2.5142e+05     2447       -1       -1
24734387 35.74338 36.20927 34.12017   59.04   27.32  -49.00   18.52   31.37 2.4479e+08 2.5995e+09 16.29859 1.56769 0.26290  2466.3   95417     3271 24734379 24734379
24928033 33.76932 33.96004 35.78806   22.65   18.85   56.97   11.90   11.90 2.4479e+08 3.1286e+08 16.29859 2.22366 1.00000  2466.3   95417     1339       -1       -1
24742377 35.80542 34.51518 36.08432 -106.41   62.16   48.51   19.18   23.23 2.4451e+08 1.0339e+09 16.29437 1.67875 0.35260  2460.8   95262     1441 24742682 24742682
24927715 33.49139 35.00569 36.02394   55.51  -14.84   22.56   12.24   12.24 2.4451e+08 2.4451e+08 16.29437 2.08947 1.00000  2460.8   95262     1322       -1       -1
24698795 35.12701 35.01761 35.08037  104.88  -83.93   81.76   15.28   16.40 2.4437e+08 4.9207e+08 16.29014 1.58799 0.52190  9424.1 2.5572e+05     1973 24706808 24706808
24705447 35.08127 35.41483 35.23477  184.08  -67.09 -155.43   13.17   14.31 2.4394e+08 5.1821e+08 16.28169 2.13981 0.49870   10409 2.7511e+05     2098 24706808 24706808
